4.2137,5.6722,-10.479,-2.1658,-3.4204,2.5193,-2.4968,-1.0476,1.9647,-1.6575,-0.81793,0.067598,0.22569,0.89675,-0.73319,0.085556,-0.83668,1
0.35987,-0.52528,3.6879,-0.59358,0.34513,1.3245,-3.6746,2.1404,-0.26672,0.34636,-0.35419,-1.3813,1.0443,-0.012689,-1.3825,-0.51744,-0.31074,1
7.4525,2.3172,4.2498,-2.011,-2.6793,-0.855,-3.55,-0.21069,-0.67343,-0.54511,1.1622,-0.74093,0.87762,0.26609,-0.11172,-1.2593,0.31925,1
3.989,1.3911,4.5494,0.58738,0.55117,0.025187,-3.5434,0.91021,-0.42426,0.72459,-0.23982,-1.1254,0.54477,-0.13397,0.56626,0.021248,1.2156,1
5.7163,8.3773,-9.6826,-0.020399,-1.4615,2.1003,-1.7642,-1.3631,0.76331,-2.3648,-0.37295,1.2992,-0.68402,1.83,-0.58401,-0.042794,-0.73884,1
4.3923,4.9135,-0.11826,1.3904,-2.6734,-0.54278,-3.0609,0.87824,-2.1689,0.47075,0.052105,-0.6451,0.47601,-0.21661,0.70213,-0.9894,-0.72399,1
7.6701,6.8864,-7.4825,-0.035073,-2.0306,1.2733,-3.9584,-1.486,1.5302,-0.76638,-1.4577,0.97804,1.485,2.4398,-0.26262,-1.5397,-0.068856,1
6.9819,1.4352,2.0358,-0.39782,-0.47612,1.8685,-2.5946,0.37421,1.0554,0.4272,0.61446,-0.74286,-0.66881,0.6651,-1.5197,0.42461,0.20043,1
3.6248,3.7064,-0.63045,-0.2168,-1.3147,2.7343,-3.6833,1.3212,-0.54941,1.4396,0.74928,-0.23132,-0.61988,-0.043292,-1.2512,0.21587,-0.51092,1
5.9781,4.3118,1.1166,-0.19163,-0.62315,0.19157,-2.5306,-0.082822,0.1138,0.74677,0.5816,0.1985,-0.2725,-0.19775,0.27552,-0.26548,1.2434,1
3.6317,6.8955,-6.1104,0.13768,-1.8928,2.2574,-2.7789,-0.99468,0.91617,0.11559,-0.87346,-0.27593,0.080889,0.63617,0.50757,-0.57831,-0.30044,1
4.3039,5.869,-5.7749,-0.60348,-0.89559,2.5271,-2.819,-1.9571,1.1103,0.39834,-0.84118,-0.043491,-0.56411,0.63128,0.85914,-0.060644,-0.10738,1
2.5147,6.1981,-8.3886,0.72704,-2.7314,1.8671,-3.1847,-1.0083,0.57091,-0.46223,0.018276,0.22706,-0.27438,0.16269,-0.30005,1.8062,-0.51628,1
3.3702,2.3936,1.913,0.89984,-2.4267,0.27495,-2.392,1.7963,-1.8151,0.80885,0.067803,-0.7657,-1.5284,0.13616,-0.17534,1.0304,0.289,1
5.9788,0.88118,3.6721,-0.76884,-2.1234,0.070739,-3.0739,1.8204,-1.919,1.1834,-0.5164,0.23098,-1.632,-0.86355,1.067,0.84056,-0.63818,1
2.3095,3.7546,-0.1246,2.8792,-2.832,0.46043,-1.4456,3.1442,-1.0184,1.2048,0.28311,-0.55301,0.64892,-1.4569,-0.27126,-0.016863,0.099572,1
2.2809,3.4107,-0.13009,2.0132,-2.9128,0.52624,-3.1892,2.6538,-2.063,0.58972,0.90188,-0.0037804,0.21302,-1.0732,-0.37463,1.0423,-0.10554,1
3.7352,2.6515,2.2064,1.3743,-4.9361,-1.5017,-2.7468,2.0442,-2.3225,0.29455,0.94226,0.23334,-0.23384,0.24948,1.0978,-0.25087,-0.22871,1
6.228,1.4911,-0.75319,1.0901,-5.2693,1.4004,-1.6694,1.4904,0.6959,0.42027,-1.0453,0.15652,0.89054,-0.076552,0.085216,0.79775,0.46305,1
6.7443,0.67082,1.3378,0.66249,-4.2604,1.0811,-2.8935,2.2968,-1.55,0.63228,-0.028209,-0.38298,-1.914,-0.056458,0.49643,0.57568,0.02995,1
-1.8295,-4.4346,6.1118,4.633,-0.19247,-3.6814,-1.2398,0.81123,-0.2772,1.5688,-2.1248,-1.2221,-0.5774,2.9577,-0.54943,1.1873,-0.46819,2
1.5286,-1.9653,-2.2089,4.3148,1.3521,-1.6259,1.22,0.39478,0.37576,0.82885,1.3536,-1.8468,0.65748,0.53792,-1.0517,-0.63051,0.50118,2
6.5631,-4.4543,0.13065,3.5059,-1.532,-2.1041,1.7153,-0.66684,-0.22333,0.028589,1.1071,-0.17007,0.12046,0.09386,0.24911,1.4936,0.59751,2
22.684,-9.5391,8.4331,-0.29104,3.7779,3.9129,-1.1843,-1.5546,3.5904,-1.1796,2.173,-2.3855,0.96483,0.63948,0.71272,1.4149,-0.54854,2
6.9215,-3.2021,-0.48644,6.7713,-0.099783,-0.62095,1.0253,1.7645,0.038258,-0.8309,1.0292,-1.022,1.0277,0.24015,-0.99492,1.2234,1.5279,2
3.691,-2.9039,-2.6699,2.1872,-0.38937,-1.5558,1.6436,0.45904,-0.18031,-0.7547,-0.014685,-0.93855,-1.5376,0.1726,0.010349,0.68115,-0.086718,2
-0.17411,-2.0436,-2.9025,5.0032,0.8665,-1.394,0.98166,0.50683,0.59998,1.2407,-0.45313,-0.58302,0.98845,0.83957,0.25001,-0.619,0.26204,2
1.5837,-2.3039,-2.5512,3.5243,1.1584,-3.1362,0.71025,-1.0925,0.75461,0.88631,0.3168,-0.028362,0.0079928,1.1744,-1.0947,-0.044313,0.20063,2
9.9367,-4.3874,-1.4203,1.792,0.30156,-3.4844,0.089289,-1.7624,0.86266,-0.15144,1.7156,-1.5853,0.91605,-0.39449,-0.62507,0.042041,-0.39353,2
8.6822,-3.6381,-3.7478,4.0696,1.7588,-1.165,0.71416,-0.30396,0.7093,1.8257,0.29034,1.8459,0.024001,0.63791,-0.2349,0.10944,0.16361,2
12.779,-4.819,-2.9754,3.1559,2.2193,-0.12956,-0.49666,2.2038,4.4454,-0.21879,-1.6264,1.2923,0.2359,0.41266,-0.59286,0.12496,-0.17112,2
5.9197,-1.9427,-3.4487,3.9867,-0.45527,-1.9375,1.2515,0.68416,0.84778,0.52674,1.1806,-1.2889,1.426,0.46596,0.08035,-0.85882,-0.4292,2
5.0365,-1.7973,-5.8788,1.9234,0.1903,-1.8435,2.0272,-0.01902,0.95355,0.78404,-0.99315,0.80929,-0.97761,0.91016,-1.1483,-0.17466,-0.24111,2
11.749,-2.667,-3.4819,2.8641,3.6656,0.58449,1.7725,0.42123,1.6612,1.5031,-0.47137,0.40442,-0.73811,0.7529,-0.33224,-0.6245,-0.67382,2
12.088,-5.0127,-3.0093,1.1189,0.82243,-0.45676,1.6502,-0.13789,-1.0552,-0.12529,0.044556,-0.50296,-3.5069,1.1133,1.3757,-0.9048,-1.4551,2
5.9669,-1.7878,-2.6887,3.3411,2.3819,-0.67679,1.404,-0.45654,0.77843,1.3384,0.13556,0.56105,0.93818,-0.58995,1.0658,-1.9201,-0.099548,2
5.0661,-3.0645,-2.6465,3.7717,-0.12701,-1.7002,1.4045,-1.0838,-1.2973,0.99165,0.52799,0.19919,-0.54077,0.6533,0.48622,-0.70772,-0.50718,2
8.5922,-4.4493,-1.0237,2.9295,-0.77086,-1.5517,0.6125,0.2303,0.32312,-0.08535,-0.28294,0.30108,0.41463,0.37834,0.73811,-0.58771,-0.75015,2
3.3404,-1.8181,-3.2757,4.5033,0.81251,-0.60116,1.6715,-0.84227,-1.0079,-0.18635,0.23379,0.00099777,0.57481,0.20794,-0.68986,-0.063481,-0.57331,2
3.6898,-2.3896,-0.26547,4.6466,1.1937,-0.16873,-0.21842,1.6106,-0.45002,-0.44476,1.8864,-0.66839,0.48891,-0.83331,0.11434,-1.44,-1.4772,2
-0.0028224,7.6301,3.9781,2.4213,2.0594,0.98011,0.53892,0.44367,-0.21661,-3.0219,0.20203,-0.80063,-1.7896,1.1123,2.3695,-0.64733,2.7134,3
-1.2828,3.761,6.1967,0.29935,-2.4602,-2.7018,0.51954,1.3037,-0.22538,-0.71499,-0.96134,-0.26981,0.93921,0.93679,-0.52843,0.033738,1.38,3
0.23045,6.385,1.822,0.88265,3.9901,4.5968,0.53789,-0.14106,1.1443,-1.5808,0.7392,-1.4932,0.35437,-0.37323,0.61143,-0.15192,-1.158,3
-0.57554,6.6344,1.2359,0.30908,2.2515,1.6257,0.54171,-0.68718,0.26636,-2.1298,0.45503,-0.0070413,-0.015154,-0.39952,0.39331,-0.26474,0.011793,3
-1.1027,7.0154,1.6852,1.3372,-1.3755,-2.5906,2.8081,1.0042,-0.42697,-0.8537,2.0753,-0.13629,-0.18076,0.3125,-1.5502,0.43468,0.0032547,3
2.3688,3.3958,6.2767,-3.7661,0.23285,-0.090973,1.5212,-1.3377,0.62622,-1.7855,0.71745,-2.0722,-0.27793,-0.30194,-0.80086,0.50491,-0.35512,3
-1.8622,5.4028,1.9618,-0.29127,1.2129,-0.054871,1.1001,-0.25403,-0.045582,-0.98695,-0.86575,-0.022823,-0.17514,-0.029096,-0.075024,-0.34474,-0.19816,3
1.3541,8.0268,2.2809,2.8748,3.335,0.53895,0.57044,0.22628,0.40995,-1.8636,-0.29111,-0.21405,-0.074338,-0.95579,-0.04263,0.038556,-0.13037,3
5.5616,6.9666,6.0035,1.2411,4.1543,1.1292,-0.039735,0.95525,1.8649,-1.8073,0.37819,0.16625,-0.60084,-0.86403,-0.26551,0.44075,0.80994,3
4.7492,8.4008,5.2828,2.8053,2.8283,-2.2226,1.5416,1.962,0.29531,-0.42155,0.36595,1.0139,-2.0789,0.095531,-1.0265,1.9254,0.47359,3
0.86398,3.759,7.2043,-0.071032,1.7064,-0.91404,-0.25213,0.62704,-0.45009,1.4024,-1.7566,-0.70319,1.9008,0.133,-1.8165,0.84095,-0.36262,3
7.5735,2.9697,7.9287,-3.8405,-2.462,-5.369,-0.24599,-3.5318,-0.59342,-1.0323,-0.45595,0.064056,0.8649,0.22466,-0.045666,-0.78651,-0.92443,3
3.2176,7.8812,5.0709,1.0619,3.9108,-1.6375,1.6128,-0.134,0.41588,-1.207,-1.4331,1.7467,-1.5303,0.65782,-0.72965,0.99278,-0.084928,3
0.24428,8.0884,3.9356,1.1531,4.0958,-1.374,0.95146,-0.57224,-0.19744,0.24824,-0.99679,1.5977,-0.43539,0.26037,-0.74794,-0.13647,-0.45419,3
3.1226,5.6506,5.7327,-0.057262,2.6274,-2.796,-0.80336,-0.31598,-1.6822,0.11268,-0.91179,-0.39286,0.60474,-1.4269,-0.19039,-1.2307,-1.1655,3
1.5049,5.6386,4.0097,0.8825,0.6693,-2.3975,0.23119,-0.97486,-1.1412,-0.77099,0.082924,0.18309,-0.14167,0.64737,0.78315,-0.27885,-0.19439,3
2.7396,3.8652,5.8306,-0.22513,-1.4975,-3.6481,0.56901,-0.12538,-1.1163,-0.65594,1.5557,1.3225,-0.11405,1.2401,1.588,-2.0686,1.9367,3
3.2348,6.3279,3.2299,-0.30419,2.7665,-1.2733,0.26763,-2.1188,-1.0845,-1.1385,-1.5836,0.61985,0.7458,-0.43617,0.83518,-0.75714,-0.8162,3
5.4846,5.8555,6.4767,-1.303,2.3647,-1.0648,0.19118,-1.7981,-1.5187,-1.0077,-0.40504,0.58672,0.3725,-0.40631,1.2608,-1.2171,0.257,3
3.0776,8.9256,4.5431,3.046,4.0023,-2.2305,0.50892,0.056959,-1.6945,1.7656,-1.3666,1.8892,1.4079,-0.815,-0.1941,0.58895,-1.4038,3
-1.4646,-2.3632,-0.49123,1.252,-1.4137,-1.8155,0.478,-0.47095,0.46222,-0.20624,-0.80988,-1.5655,-1.4374,-0.84395,1.9322,1.1213,-0.22884,4
-2.5919,-1.6718,-1.9842,2.268,0.8151,-1.1425,-1.962,0.74337,1.1007,-1.5938,0.43859,-0.95393,0.65353,-0.23452,-0.10533,-0.47927,0.1031,4
-4.3619,-1.0049,-3.4153,1.0694,-0.59902,-2.2967,-0.7296,-0.84158,1.2168,-1.7596,-0.75874,0.43759,0.45527,-0.27084,-0.14051,0.45221,0.14764,4
-2.029,-2.271,0.24468,1.0084,-1.3327,0.35364,-0.40378,1.3517,-0.57088,-1.4634,0.18644,-1.7251,0.42154,-0.26322,1.0228,-1.4836,-0.6311,4
-2.9457,-1.5617,-1.4301,1.6146,0.48501,-0.33057,-0.52357,0.66119,1.874,-0.6066,-0.98136,0.94832,-0.6378,-0.72307,0.37171,0.45165,1.4028,4
-0.40344,-2.4266,0.60573,1.5792,-1.1012,1.2173,-0.0309,1.0853,0.10129,-0.42979,0.42229,0.3818,0.60627,-1.2004,-0.091594,-0.93631,0.34276,4
-3.251,-1.4647,1.1593,2.7183,0.14309,1.2534,0.17604,1.5034,-0.66659,0.14436,0.85045,-1.5931,-0.75589,-0.044521,0.41705,-0.82701,-0.042698,4
-4.3131,-1.9026,-0.1219,2.8857,0.37221,-0.039006,-0.84103,0.36812,1.796,-0.95895,-0.92022,0.59609,-0.96435,-0.58118,0.19597,0.77167,1.4209,4
2.5406,-4.7954,3.0795,-0.65082,-3.8192,-2.2755,-0.55731,-0.72063,1.5982,-1.4697,-0.9208,0.53729,-0.26469,0.63502,0.3273,-0.1012,0.98247,4
-2.6142,-1.606,0.39811,2.2009,-0.03365,2.0013,0.8821,2.6674,1.4013,-0.93028,-1.954,-0.35174,-0.76947,-0.69965,0.55748,-0.044867,-0.6732,4
-1.2671,-2.2767,0.090704,2.4753,0.61755,0.38131,-0.51053,1.9081,1.5979,-0.21328,-1.1682,0.65115,-1.6473,-0.77908,0.11359,-0.19094,-0.40431,4
-3.4356,0.056602,-7.8975,0.30535,-0.58549,-0.62341,1.5669,-1.4799,-0.90841,-3.2264,0.43788,-0.798,0.75004,0.70795,0.81657,-0.0043148,1.0155,4
-0.7622,-0.31568,-6.3408,1.5052,-0.50548,1.1444,1.8548,-0.9955,0.40462,-3.3903,-0.66055,0.1634,1.1333,-0.6827,0.054196,0.62281,0.38134,4
-1.8284,-3.2673,5.5635,0.24382,-1.6154,0.51698,0.11468,0.54423,0.81108,-2.0634,-1.5313,-1.5674,0.69001,-0.64315,0.38044,1.0071,-0.81916,4
-2.7412,-2.1812,0.10018,2.5151,-3.3007,-1.3274,1.2366,0.13663,0.35359,-1.0724,-0.43817,-0.6944,0.49018,-0.93309,1.2949,-0.24743,0.37151,4
-3.9148,-1.6204,-0.039064,3.3102,-1.2073,0.80784,0.65592,1.5537,1.5599,-1.6965,-1.6762,0.40465,0.59495,-0.9302,0.08685,0.49527,0.3691,4
-1.6532,-3.2054,3.4094,1.129,-2.0802,-0.73281,-0.020217,0.45833,1.7366,-1.449,-1.8969,-0.15193,0.87946,-1.0591,0.14292,0.85516,-0.053413,4
-4.7234,-2.2467,1.1124,0.57395,-3.4789,-1.7793,1.4666,-1.1388,-0.2612,-0.76616,-1.1064,-0.81094,0.27867,-0.28999,0.61599,-0.44239,-0.45966,4
1.3703,-3.1774,0.3099,2.8927,-3.375,0.064578,0.85887,1.9754,0.055095,-1.9884,0.44147,0.55071,-0.92565,-2.1685,0.64735,-0.18944,-0.89079,4
-2.7035,-2.0528,0.3731,2.0185,-1.7395,-1.5085,-0.25114,0.17767,1.5202,-0.88535,-1.8362,0.071333,-0.61148,0.28461,0.041472,1.0873,-0.32401,4
-8.9128,-0.95615,2.1235,0.10646,0.51656,1.7114,0.080266,-0.44312,0.2383,-0.94802,0.55564,-1.0498,-0.39668,0.51566,-0.69758,-0.5393,-0.58726,5
-7.0381,-1.4691,1.6264,-0.0016637,-1.0103,-0.31779,0.69257,-0.79687,-0.13828,0.2039,0.4606,0.013176,-0.31842,0.64959,-0.72258,0.04887,0.030263,5
-6.7956,-1.294,1.0585,0.21482,-1.595,-0.6817,0.85484,-0.66665,-0.42968,-1.3103,0.42587,-0.51807,0.033416,0.60887,-0.84822,-0.025494,-0.44717,5
-4.4663,-1.6104,0.7099,0.16011,-0.98943,0.31555,-0.056369,0.117,-1.2438,-1.4061,0.75811,0.91759,-0.12585,-0.28737,-0.99531,0.54189,-0.58534,5
-4.0587,-1.0359,0.080185,0.52348,0.40795,1.1752,0.4667,0.017122,-0.8571,-1.2169,0.84495,0.47004,0.5318,-0.26864,-0.68295,0.4019,-0.13137,5
-8.4177,-1.8094,1.8205,0.82751,-2.2531,-0.66542,0.11418,-1.4996,-0.11225,-0.64085,0.012676,-0.2647,-0.89827,0.76385,-0.25764,0.11396,-0.71273,5
-5.353,-1.2237,-1.3933,1.4935,-0.33998,0.49082,0.0057627,-0.19065,-1.9665,-1.526,0.96865,0.7451,-0.3555,-0.35515,-0.45282,0.31291,-0.92501,5
-4.9327,-1.9658,2.7154,-0.93698,0.5493,-0.28313,-1.4835,-0.39732,0.17182,-0.74688,1.3599,-1.2464,-0.56022,0.93921,-0.50786,0.254,-0.87192,5
-4.1052,-1.5575,0.30163,-1.7388,-0.9995,-0.042461,0.26699,0.7311,-0.30398,-1.061,0.74808,1.201,0.049313,0.26244,-0.90222,-0.90228,0.070534,5
-4.067,-1.555,0.67616,-0.77525,0.10286,-0.075207,-0.043325,-0.31277,-0.10421,-0.9181,1.6649,0.86361,-0.20722,0.072341,-0.20161,0.24346,-0.075146,5
-5.4998,-2.3869,2.7476,-0.55203,-0.48913,0.60694,0.14978,-1.0632,-0.23627,-0.0191,0.86437,0.26852,-1.1803,0.50419,0.16518,0.19787,-0.92037,5
-5.5933,-1.4724,2.4173,-0.72778,0.56486,1.5436,-0.3655,-0.41474,-0.12265,-1.0788,0.44388,-0.6939,0.012305,0.11109,-0.46137,-0.32726,-0.74686,5
-3.8947,-1.7108,2.072,-0.57318,-1.4309,0.6868,0.4325,0.83311,0.4052,-1.2108,0.34477,0.71233,-0.70595,0.25781,-1.4006,-0.82493,-0.10961,5
-6.2499,-1.83,2.4605,-0.32433,-0.39451,0.48756,0.023817,-0.35042,0.17985,-0.70219,0.076541,-0.023956,-0.4364,1.1871,-0.43379,-0.43459,-0.43558,5
-7.001,-2.2054,3.3077,-0.60045,-0.96291,-0.10856,0.07844,-1.0019,-0.029628,-0.16438,0.57165,0.13349,-2.0572,0.76681,-0.4952,0.093865,-0.61659,5
-6.1878,-0.63171,-0.52855,-0.068686,1.0587,1.1549,0.46084,0.082137,0.20107,-1.3388,1.1177,0.61833,0.64903,0.10846,-0.093966,-0.14776,-0.42333,5
-2.5847,-1.9472,-0.82515,-0.65761,0.11492,0.63574,0.10635,0.0034146,-0.4523,-1.392,2.7522,2.4242,-1.1647,0.088013,0.22806,0.23338,-0.83578,5
-5.8226,-1.4643,0.3166,0.057053,-1.1857,-0.12915,0.69846,0.088552,-0.25419,-1.5164,0.3798,0.82109,-0.22319,0.30215,-0.30159,0.10154,-0.78138,5
-3.9998,-2.1166,1.2539,0.51366,-0.54102,-0.0017956,-0.018894,-0.33333,-0.92048,-0.64279,1.1241,1.5739,-0.40914,0.36749,-0.31468,0.40631,-0.79434,5
-7.8883,-1.2368,1.3392,1.3909,0.32117,0.57129,-0.10002,-0.1739,-0.1002,0.29171,0.95875,0.89389,0.16155,0.5513,0.76271,0.20766,-0.37838,5
3.3624,5.2025,-3.2181,-1.6952,-1.6238,0.99489,3.1156,-0.85172,1.5256,1.6928,-0.54518,0.052694,-0.92764,-0.093681,1.4026,0.1744,-0.20037,6
2.9019,5.2593,-0.98423,-0.84218,-2.1971,-0.55587,3.0148,-0.95812,1.8258,2.1534,1.3982,-0.92768,1.1436,0.081602,-0.6663,0.71161,0.29151,6
