ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
-0.6796875,0.484375,0.3066406,0.1967773,-1.004395,0.8891602,-1,4,-2,8,3,-41,-7,28,8,-1,4,10,34,40,16,13,159,159,159,-80.0625,-80.0625,-80.0625,7.033596,6.152097,3.5987,3.292191,4.865119,5.203543,-0.01894039,-0.182769,1.219233,0.1015523,0.0431182,1.389289,0.01931232,0.2271634,1.615287,-0.02591424,-0.2097145,1.188572,0.1021565,0.06924145,1.390333,0.02603995,-0.2251526,1.565369,0.02982502,-0.5353364,1.508273,-0.1522166,-0.04577677,1.579487,-0.05978087,-0.5270456,1.484883,-0.1914736,-0.2144058,1.472562,0.2377817,-0.1551723,1.41049,NA,NA,Unknown,Unknown,
-0.5595703,0.1464844,-0.0234375,0.05029297,-1.039551,0.6831055,47,12,7,-4,-48,-5,56,33,-14,-8,-4,-4,-32,19,0,-8,88.4375,88.4375,88.4375,-53.875,-53.875,-53.875,7.241776,6.300271,3.655821,3.254106,4.873964,5.14105,-0.01492051,-0.1918851,1.228709,0.1248858,0.0366945,1.39634,0.01941096,0.2281759,1.615924,-0.03842362,-0.2180534,1.20107,0.1330002,0.0616902,1.3905,0.02603967,-0.2251563,1.565376,0.02968293,-0.5352702,1.508455,-0.1515795,-0.04669185,1.578226,-0.05998738,-0.5270308,1.485212,-0.1941649,-0.214823,1.471915,0.2390418,-0.1409279,1.398473,NA,NA,Unknown,Unknown,
-0.4868164,0.2304688,0.1591797,-0.05078125,-1.033691,0.6040039,34,3,-4,-2,-13,-60,9,-26,-5,-3,-4,-7,7,-23,-27,-6,62.8125,62.8125,62.8125,2.625,2.625,2.625,7.301765,6.273721,3.632021,3.239655,5.005159,5.05755,-0.01269171,-0.1821676,1.250687,0.04393918,0.07481824,1.346316,0.01988167,0.2292699,1.617177,-0.03795585,-0.2051436,1.225478,0.08936699,0.08618425,1.354,0.0260251,-0.2250695,1.565217,0.02954364,-0.5351703,1.508662,-0.1513328,-0.04656255,1.579104,-0.0601998,-0.526997,1.485623,-0.1975578,-0.2135271,1.472475,0.2402408,-0.1256698,1.387392,NA,NA,Unknown,Unknown,
-0.3779297,0.1625977,0.01660156,-0.2045898,-0.9956055,0.4614258,-4,-1,-4,-25,44,56,-8,-43,-8,4,5,8,6,12,12,10,24.625,24.625,24.625,15.375,15.375,15.375,7.285435,6.012442,3.545118,3.252364,5.151829,5.011697,-0.01210835,-0.1674692,1.259929,0.02687954,0.04124992,1.321296,0.02025918,0.2287093,1.618013,-0.02976966,-0.1896624,1.233606,0.05163095,0.06278714,1.315462,0.02591546,-0.2249223,1.565179,0.02952699,-0.535192,1.50866,-0.1512064,-0.04685661,1.578609,-0.06030208,-0.527203,1.485878,-0.1981171,-0.2139792,1.472621,0.2400758,-0.1224523,1.385335,NA,NA,Unknown,Unknown,
-0.331543,0.5688477,0.005859375,-0.1767578,-0.8706055,0.1577148,3,9,12,7,16,53,-9,44,-7,0,-4,-6,-9,-8,-8,-4,26,26,26,33.375,33.375,33.375,7.271735,5.756582,3.446077,3.280759,5.348248,4.987937,-0.01188742,-0.1509328,1.271197,0.04947053,0.01459167,1.301475,0.02099273,0.2269466,1.619138,-0.02200185,-0.1732575,1.243454,0.05710245,0.03638221,1.32025,0.02543705,-0.2250473,1.565944,0.02950499,-0.5356976,1.508741,-0.1511726,-0.04701924,1.578313,-0.06038845,-0.5279906,1.48634,-0.1983722,-0.2142494,1.472675,0.2398422,-0.1227179,1.385404,NA,NA,NotTracked,Unknown,
-0.02294922,1.041016,0.3012695,-0.03125,-0.6523438,0.3569336,16,4,4,7,0,-13,15,71,6,-1,-1,-3,-17,-4,24,8,-2.375,-2.375,-2.375,1.625,1.625,1.625,7.237576,5.492776,3.325462,3.272381,5.398271,4.962729,-0.01784497,-0.1216947,1.271566,0.01231541,-0.1002922,1.243304,0.02222565,0.2240264,1.621766,-0.001139084,-0.1431246,1.241348,0.01856808,-0.06107828,1.223129,0.02593213,-0.2241909,1.57122,0.03100583,-0.5299824,1.510698,-0.1529932,-0.04211097,1.585396,-0.05782846,-0.5226753,1.487329,-0.1945173,-0.208596,1.475642,0.2188753,-0.1190786,1.390338,NA,NA,NotTracked,NotTracked,
-0.2016602,1.214844,0.04199219,-0.1010742,-0.8027344,0.2495117,-10,2,0,-2,9,-5,-26,-27,-1,-3,-3,-10,-42,-29,-9,-3,-25,-25,-25,-13.6875,-13.6875,-13.6875,7.19974,5.318624,3.216454,3.246859,5.399645,4.946109,-0.020663,-0.1245601,1.272691,0.03780152,-0.1037519,1.237652,0.02258458,0.2233657,1.62307,-0.004441877,-0.1471641,1.2421,0.05576274,-0.06767102,1.224872,0.02606522,-0.2236364,1.573497,0.03212813,-0.5269697,1.511702,-0.1529587,-0.04166577,1.586379,-0.05594922,-0.5194581,1.486791,-0.1930859,-0.208544,1.475639,0.2011334,-0.1234672,1.375052,NA,NA,NotTracked,NotTracked,
0.3183594,1.018066,0.4736328,-0.2358398,-1.054688,0.5444336,-12,7,2,0,-15,-49,16,8,1,0,0,4,8,-5,-10,-2,-99.125,-99.125,-99.125,-30.875,-30.875,-30.875,7.070621,5.106336,3.085099,3.217509,5.328306,4.927876,-0.04976386,-0.1406572,1.310021,0.0427008,-0.1235138,1.235482,0.02312326,0.22291,1.624566,-0.02506383,-0.1482058,1.23125,-0.006928496,-0.1091745,1.277938,0.02639373,-0.2226635,1.575594,0.03262293,-0.5246152,1.512997,-0.1519347,-0.03917262,1.590306,-0.05483454,-0.5168529,1.485948,-0.1934422,-0.2114855,1.476563,0.1841301,-0.1306622,1.357402,NA,NA,NotTracked,NotTracked,
0.00390625,1.025391,0.2402344,-0.3071289,-0.7895508,0.4208984,-19,-26,-20,-9,1,13,-3,-36,0,1,0,0,4,-1,14,5,-27.25,-27.25,-27.25,69.5,69.5,69.5,7.021266,5.052759,3.050661,3.294919,5.321566,4.942485,-0.03471487,-0.134752,1.303799,0.04413915,-0.1392659,1.229957,0.0232219,0.2226318,1.625176,-0.0185793,-0.1501832,1.230633,0.002005229,-0.1178785,1.27331,0.02658139,-0.2223874,1.57551,0.03283259,-0.5243843,1.513176,-0.1507831,-0.04254256,1.586055,-0.05456233,-0.5167282,1.485817,-0.1942829,-0.2130226,1.477064,0.2306548,-0.1215422,1.390117,NA,NA,NotTracked,NotTracked,
0.09033203,1.035156,0.3930664,-0.3569336,-0.6801758,0.3798828,3,33,10,0,2,-2,-1,6,1,0,0,8,41,29,15,3,-46.125,-46.125,-46.125,12.25,12.25,12.25,6.973481,4.980482,3.023044,3.332475,5.324084,4.973396,-0.02722656,-0.1558065,1.282761,0.05542329,-0.1466593,1.228694,0.02323876,0.2224746,1.625611,0.007719022,-0.1706015,1.196667,0.03524257,-0.1169315,1.237419,0.02673641,-0.2218718,1.575427,0.03292645,-0.5238987,1.513609,-0.1501031,-0.04463889,1.583753,-0.05433137,-0.5163921,1.485614,-0.1957507,-0.2161625,1.479847,0.2355095,-0.1325501,1.387141,NA,NA,NotTracked,NotTracked,
-0.02734375,0.9106445,0.4892578,-0.199707,-0.8388672,0.387207,0,4,13,-2,1,0,0,-2,-18,-7,-3,-4,-2,-15,0,-7,-61.4375,-61.4375,-61.4375,-8.375,-8.375,-8.375,6.899864,4.972089,3.014033,3.326514,5.278214,5.029147,-0.03431353,-0.1388977,1.304786,0.04416465,-0.1528516,1.2423,0.02322288,0.222403,1.625833,-0.0127498,-0.1576976,1.247429,0.004233727,-0.1257839,1.275429,0.02667371,-0.2218629,1.576308,0.0328561,-0.5236846,1.513804,-0.1499281,-0.04518782,1.583212,-0.05432227,-0.5163016,1.485636,-0.1963723,-0.2170372,1.482499,0.2422166,-0.1451868,1.395254,NA,NA,NotTracked,NotTracked,
0.03417969,0.9750977,0.472168,-0.03466797,-0.6918945,0.5009766,-1,-24,-3,-3,-4,0,-4,-12,6,-2,2,23,14,13,22,10,-57.5625,-57.5625,-57.5625,40.875,40.875,40.875,6.828568,4.981273,2.998287,3.382046,5.120112,5.108933,0.0264921,-0.1587233,1.239169,0.05684312,-0.1496929,1.23537,0.02317884,0.2223398,1.625913,0.01793463,-0.1942641,1.215955,0.06837028,-0.1090371,1.236919,0.0267155,-0.221119,1.576732,0.03260495,-0.5221193,1.514383,-0.1506268,-0.04314819,1.590699,-0.05416696,-0.5148531,1.485789,-0.1975924,-0.2186996,1.490574,0.2417204,-0.17334,1.413259,NA,NA,NotTracked,NotTracked,
0.01416016,0.9384766,0.6264648,-0.03369141,-0.7270508,0.5107422,-10,-12,-57,-11,8,-1,-4,-6,-3,-1,-3,-1,30,-6,-1,-4,-36.875,-36.875,-36.875,-16.5625,-16.5625,-16.5625,6.744035,5.022852,3.008167,3.382059,4.975099,5.153808,0.02629139,-0.1557381,1.240179,0.0567267,-0.1463938,1.237887,0.02317541,0.2223439,1.625913,0.02028572,-0.1911374,1.225333,0.07285932,-0.1082051,1.231833,0.02668497,-0.2208916,1.576594,0.03243595,-0.5219213,1.514564,-0.1510004,-0.04321002,1.592438,-0.05424887,-0.5146728,1.485889,-0.1989453,-0.2198205,1.494829,0.242529,-0.1771157,1.417304,NA,NA,NotTracked,NotTracked,
-0.1630859,0.9316406,0.6293945,0.2773438,-0.8891602,0.5976563,-14,67,4,16,8,1,-7,-21,-3,-2,-3,-13,-19,-12,-10,-3,-38.8125,-38.8125,-38.8125,3.3125,3.3125,3.3125,6.691786,5.084285,3.020748,3.383017,4.81707,5.185408,0.02433057,-0.1561501,1.242638,0.05366435,-0.1495287,1.238521,0.02314991,0.2223815,1.625899,0.01503952,-0.1785615,1.215421,0.06484566,-0.1195096,1.217519,0.02663215,-0.2205271,1.576349,0.03218223,-0.5215471,1.51465,-0.1513087,-0.04313832,1.593333,-0.05435983,-0.5144362,1.486002,-0.1971544,-0.2202762,1.50062,0.2419483,-0.1823582,1.420863,NA,NA,NotTracked,NotTracked,
-0.2036133,1.111816,0.6484375,0.1201172,-0.8730469,0.4926758,6,-31,-26,6,4,8,8,19,-2,0,-3,-3,-23,-15,-6,0,-18.25,-18.25,-18.25,5.0625,5.0625,5.0625,6.637406,5.228475,3.047904,3.38331,4.664622,5.204798,0.02980235,-0.1329154,1.265409,0.0663243,-0.1023262,1.263427,0.02319919,0.2225107,1.62578,0.04167543,-0.1528113,1.244143,0.08021779,-0.07348067,1.258391,0.02647063,-0.2202709,1.57576,0.03167135,-0.5215468,1.514421,-0.1513151,-0.04694359,1.587963,-0.05491327,-0.5144296,1.485528,-0.1993506,-0.2269581,1.512118,0.2403502,-0.1972681,1.434032,NA,NA,NotTracked,NotTracked,
-0.5385742,1.417969,0.6259766,0.4018555,-0.9750977,0.5908203,44,-41,-8,-3,-6,-1,-1,-10,3,-1,-2,-13,-63,3,6,2,-7.125,-7.125,-7.125,-11.375,-11.375,-11.375,6.630037,5.402796,3.084155,3.355058,4.457469,5.229308,-0.03640367,-0.2811786,1.271275,0.05685929,-0.07227975,1.280838,0.02328415,0.22263,1.625706,-0.05671534,-0.2988767,1.239088,0.08290961,-0.06772219,1.255883,0.02648046,-0.220502,1.57521,0.03141056,-0.5228747,1.513809,-0.1513645,-0.04822699,1.585852,-0.05542449,-0.5156592,1.484711,-0.1991716,-0.2298931,1.515006,0.2387665,-0.19789,1.433703,NA,NA,Unknown,NotTracked,
-0.7978516,1.23584,0.4306641,0.3935547,-0.8071289,0.5571289,-17,5,106,99,19,11,7,16,-1,1,-2,-3,-3,-1,-3,-2,-2.625,-2.625,-2.625,11.125,11.125,11.125,6.639998,5.656331,3.118827,3.370153,4.349489,5.218513,-0.03759271,-0.3294708,1.284299,0.08471702,0.01441471,1.317643,0.0232879,0.2224259,1.625378,-0.06092595,-0.3405942,1.250641,0.07959612,-0.003296087,1.278724,0.02480872,-0.2231872,1.572728,0.02960462,-0.5333501,1.511992,-0.15136,-0.05013134,1.582671,-0.05831075,-0.5258748,1.485548,-0.1975355,-0.2341847,1.518809,0.2514127,-0.2033538,1.436907,NA,NA,Unknown,Unknown,
-0.9677734,1.027344,0.2993164,0.5629883,-0.7431641,0.4824219,-7,-4,-23,-54,-4,-27,-11,-3,4,3,12,-3,20,7,-3,10,79.8125,79.8125,79.8125,-32.625,-32.625,-32.625,6.749855,5.997407,3.164338,3.363615,4.188139,5.188744,-0.0360669,-0.3490172,1.290731,0.1064869,0.06449804,1.344432,0.02299503,0.2249148,1.6236,-0.07932625,-0.3558768,1.271106,0.0610964,0.08184431,1.290083,0.0248188,-0.2232052,1.572659,0.02957469,-0.5334823,1.512018,-0.1525833,-0.04868132,1.584952,-0.0583309,-0.5259992,1.485564,-0.1941341,-0.2338862,1.521136,0.253009,-0.1918804,1.427141,NA,NA,Unknown,Unknown,
-0.8769531,0.4951172,0.1865234,0.5483398,-0.8481445,0.4697266,-47,-6,30,23,4,5,-16,-42,-4,-3,-3,-7,-13,-5,-1,4,96.5,96.5,96.5,11,11,11,7.07027,6.525297,3.369088,3.365733,4.10976,5.167928,-0.0370744,-0.3646215,1.29866,0.1446386,0.08313496,1.390742,0.02287763,0.2248096,1.62182,-0.065156,-0.381102,1.2696,0.1255329,0.1092473,1.3365,0.02513208,-0.2232921,1.572604,0.02959434,-0.5334975,1.512035,-0.1519814,-0.04974988,1.582712,-0.05835062,-0.5260631,1.48543,-0.2058366,-0.2540619,1.505217,0.2437947,-0.1376992,1.402348,NA,NA,Unknown,Unknown,
-0.7436523,0.3408203,0.1577148,1.098633,-0.6870117,1.175781,-42,-5,10,10,-2,19,12,10,-1,0,6,55,-11,-9,-4,-2,124.5625,124.5625,124.5625,-5.4375,-5.4375,-5.4375,7.524611,6.794748,3.740157,3.429446,4.000741,5.120958,-0.04121826,-0.3854049,1.316755,0.1647853,0.1619774,1.452676,0.02748263,0.2225178,1.618824,-0.07135375,-0.4026726,1.289809,0.1591192,0.2008813,1.413156,0.0261582,-0.2228189,1.572132,0.03095447,-0.5322247,1.511544,-0.1505727,-0.05053305,1.579993,-0.0574814,-0.524704,1.483564,-0.2102494,-0.2585944,1.508355,0.2482731,-0.06925727,1.37451,NA,NA,Unknown,Unknown,
-0.621582,0.1308594,-0.02490234,-0.008789063,-0.9472656,-0.1694336,4,0,2,-1,-3,-12,-8,-10,8,5,-3,-18,-3,-2,0,1,98.0625,98.0625,98.0625,15.25,15.25,15.25,8.153913,6.904227,4.304497,3.379529,3.977916,5.149966,-0.04640704,-0.3929496,1.327738,0.1697927,0.1739945,1.47247,0.02978887,0.2230759,1.617909,-0.08280348,-0.4001669,1.306339,0.1689556,0.2215073,1.439692,0.02652094,-0.2225321,1.571808,0.03154188,-0.5314231,1.511169,-0.1499992,-0.05066121,1.57914,-0.05725863,-0.5238573,1.482712,-0.2126316,-0.2607661,1.51171,0.2554756,-0.0478256,1.373823,NA,NA,Unknown,Unknown,
-0.6577148,0.1577148,-0.6972656,1.158691,-0.5527344,1.207031,-24,2,8,6,3,2,0,4,-5,-3,-4,-8,-7,0,-2,-2,114.1875,114.1875,114.1875,9.875,9.875,9.875,8.577158,6.861423,4.555712,3.447689,3.946395,5.115427,-0.05270032,-0.4028128,1.343882,0.1666494,0.1959424,1.464207,0.03456767,0.2242582,1.616824,-0.09772736,-0.4035268,1.329857,0.1660101,0.2425399,1.436867,0.02764619,-0.2215891,1.570947,0.03326366,-0.5289934,1.509995,-0.1487962,-0.05057594,1.577802,-0.05638559,-0.5215881,1.480645,-0.1998936,-0.2417373,1.537634,0.2574804,0.01135925,1.377861,NA,NA,Unknown,Unknown,
-1.164551,-0.07275391,-0.2539063,0.5932617,-0.6230469,0.2509766,-16,-7,0,1,0,3,0,6,0,0,1,0,-7,8,4,1,113,113,113,6.625,6.625,6.625,8.401791,6.850083,4.221898,3.471624,3.858191,5.115864,-0.05603356,-0.4073647,1.349677,0.149979,0.2507172,1.460798,0.03569649,0.2245541,1.616569,-0.09903332,-0.4104772,1.335304,0.1628491,0.2727369,1.418857,0.02839406,-0.2207781,1.57041,0.03433492,-0.5273744,1.509146,-0.1481899,-0.05032148,1.577329,-0.05560515,-0.5200372,1.479148,-0.2001257,-0.2419319,1.539621,0.2580497,0.01843769,1.379454,NA,NA,Unknown,Unknown,
-0.5415039,0.5961914,-0.253418,0.6040039,-0.6401367,0.3320313,-9,-33,-45,4,-4,4,-3,-3,2,3,0,1,34,-2,-4,-4,101.9375,101.9375,101.9375,-3.375,-3.375,-3.375,8.040501,6.797994,3.697627,3.459969,3.795423,5.123909,-0.07384726,-0.4131494,1.370759,0.1659693,0.2674246,1.404802,0.0361752,0.2233157,1.616979,-0.1102359,-0.4468562,1.371333,0.1786949,0.3015498,1.354125,0.02979858,-0.2195184,1.569445,0.03740391,-0.5239248,1.507091,-0.1478493,-0.05007229,1.576871,-0.05318626,-0.5172686,1.476393,-0.1993135,-0.2445122,1.545931,0.2591838,0.0264011,1.381712,NA,NA,Unknown,Unknown,
0.690918,0.5136719,0.7319336,0.7055664,-0.7099609,0.4057617,-29,2,2,10,6,3,-2,2,-9,-2,-2,-2,-1,-9,0,0,-115.875,-115.875,-115.875,15.4375,15.4375,15.4375,7.760482,6.732704,3.390737,3.437692,3.690458,5.166176,-0.07905664,-0.4228621,1.376937,0.1679586,0.2646535,1.413418,0.03601617,0.2225116,1.617388,-0.1125414,-0.4676994,1.381,0.1759782,0.2920568,1.356043,0.03057358,-0.2188885,1.568938,0.03891968,-0.522659,1.506016,-0.1478629,-0.05006864,1.576801,-0.05203002,-0.5164638,1.475406,-0.1993975,-0.2457948,1.548765,0.2594773,0.02671133,1.381695,NA,NA,Unknown,Open,
-1.487305,-0.04541016,0.005371094,0.1850586,-0.8095703,-0.1518555,20,5,9,9,-2,-20,14,1,-2,-4,-3,-3,-18,-6,0,2,-65.9375,-65.9375,-65.9375,9.75,9.75,9.75,8.142042,6.841099,4.038572,3.416649,3.63267,5.211872,-0.09071829,-0.4451509,1.384149,0.1476706,0.2468313,1.477699,0.03636269,0.2227189,1.617136,-0.1344835,-0.4728219,1.3891,0.1595173,0.277688,1.429962,0.03163285,-0.2183535,1.568099,0.04068382,-0.5218207,1.504794,-0.1476562,-0.05007691,1.576533,-0.05070657,-0.5157027,1.474322,-0.1982241,-0.2543749,1.551825,0.2601892,0.02534101,1.380884,NA,NA,Unknown,Unknown,
-1.250488,0.2602539,-1.100098,1.194824,-0.4941406,0.3388672,11,4,0,-1,-1,-12,-3,-11,2,1,0,-2,1,0,-3,1,-26.6875,-26.6875,-26.6875,-4.6875,-4.6875,-4.6875,8.570098,6.854979,4.516771,3.403376,3.599654,5.228265,-0.09755491,-0.4529631,1.385509,0.1607449,0.2152879,1.473154,0.03743416,0.2231535,1.616909,-0.1326977,-0.4968989,1.387,0.1637525,0.2642338,1.449957,0.03200529,-0.2182369,1.567646,0.04109635,-0.5217654,1.50434,-0.1474095,-0.05015607,1.576157,-0.05050055,-0.5156769,1.474071,-0.1974905,-0.261659,1.552021,0.2592908,0.0257886,1.380284,NA,NA,Unknown,Unknown,
