ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.1499023,1.391602,0.550293,0.0078125,-0.5214844,0.4047852,-16,-43,-73,-85,-16,-10,-3,-7,-9,-3,6,9,55,-5,6,4,-5.75,-5.75,-5.75,5.375,5.375,5.375,6.965876,5.011979,3.273635,3.41483,5.244116,5.265435,0.003803022,-0.114895,1.218411,0.02589852,-0.106679,1.214964,0.02296274,0.2238504,1.612558,-0.02318453,-0.1011801,1.183559,0.02043834,-0.07425555,1.1888,0.02621738,-0.2200484,1.569362,0.03075903,-0.5235631,1.512155,-0.1451564,-0.03695474,1.58016,-0.05635991,-0.5156385,1.482601,-0.1990393,-0.2232344,1.4793,0.2488715,-0.1574783,1.401855,NA,NA,NotTracked,NotTracked,
0.009277344,1.46875,0.5732422,0.1479492,-0.5322266,0.5078125,114,103,88,95,21,-4,-13,2,12,-2,1,-2,-18,-16,-9,-4,3.75,3.75,3.75,-19.4375,-19.4375,-19.4375,6.968618,5.141606,3.295258,3.404591,5.0064,5.308911,-0.03090972,-0.1594694,1.297967,0.0354035,-0.03510244,1.231369,0.02263069,0.2231684,1.612345,-0.03626231,-0.1809459,1.26546,0.06213521,-0.02601021,1.203739,0.02603184,-0.2208825,1.569119,0.03053721,-0.5279081,1.511269,-0.1449934,-0.03719023,1.579988,-0.05716762,-0.5200021,1.482325,-0.2012433,-0.2218812,1.48723,0.2430267,-0.1590801,1.398288,NA,NA,NotTracked,NotTracked,
-0.6611328,1.197754,0.3442383,0.08007813,-0.7294922,0.3818359,-77,-65,-63,-52,-18,-35,28,-12,-1,1,5,-6,-26,-9,-1,-3,37.4375,37.4375,37.4375,-16.375,-16.375,-16.375,7.015242,5.725727,3.358536,3.387297,4.732257,5.342735,-0.04090606,-0.2421722,1.292573,0.1074431,0.08926866,1.3289,0.02111754,0.2255026,1.610187,-0.01911462,-0.291741,1.325294,0.108192,0.1004658,1.278039,0.02456141,-0.2218774,1.568209,0.02956342,-0.5303238,1.510733,-0.1450022,-0.03775647,1.579655,-0.0592182,-0.5230028,1.484001,-0.2379667,-0.2480547,1.505284,0.2409714,-0.1340408,1.390344,NA,NA,Unknown,Unknown,
-0.934082,0.3496094,0.144043,0.7753906,-0.7646484,0.6240234,100,-4,-11,-25,-6,6,-3,26,0,3,-6,-29,-18,-8,2,6,81.0625,81.0625,81.0625,-17.625,-17.625,-17.625,7.216444,6.39374,3.557493,3.330192,4.277296,5.409322,-0.04900257,-0.2938761,1.298037,0.1224937,0.1654157,1.385166,0.0213431,0.2252574,1.609347,-0.001692469,-0.2686009,1.347035,0.1184393,0.1820671,1.326424,0.02483657,-0.2216914,1.568129,0.02952109,-0.5302519,1.510657,-0.144683,-0.03816774,1.579247,-0.0595248,-0.5227143,1.483507,-0.2377397,-0.2482573,1.505843,0.243841,-0.0848531,1.366684,NA,NA,Unknown,Unknown,
-0.8432617,0.324707,0.06347656,0.503418,-0.8774414,0.4238281,-65,7,29,28,6,3,-6,-2,1,-5,-8,-7,8,0,-7,-1,142.25,142.25,142.25,-16.6875,-16.6875,-16.6875,7.405354,6.570023,3.694124,3.293209,3.99922,5.447507,-0.0828452,-0.3929642,1.318246,0.1682223,0.1967876,1.47325,0.02883349,0.2251747,1.606469,-0.1080036,-0.4485251,1.342875,0.1748478,0.2481051,1.43525,0.02575316,-0.2208044,1.567579,0.0311333,-0.5282432,1.50928,-0.1439311,-0.03854881,1.578387,-0.05832182,-0.5203693,1.479999,-0.2330069,-0.250583,1.517282,0.2575002,-0.04667914,1.365021,NA,NA,Unknown,Unknown,
-0.6489258,0.08251953,-0.08203125,1.197266,-0.7700195,0.4716797,-57,-36,-3,4,0,-18,-24,-53,-6,-3,-3,-2,-4,-7,-8,-7,96.4375,96.4375,96.4375,88.4375,88.4375,88.4375,8.396508,6.870849,4.580625,3.297794,3.597959,5.561934,-0.09785057,-0.426386,1.342674,0.1732161,0.1982043,1.491479,0.0309417,0.2259706,1.606028,-0.1316821,-0.4793808,1.349,0.1620412,0.2599382,1.510636,0.02663092,-0.2201048,1.566768,0.03334242,-0.526328,1.507233,-0.1436812,-0.03871546,1.577869,-0.05680801,-0.5188878,1.476938,-0.2114487,-0.2412826,1.535116,0.2657679,-0.01592184,1.368318,NA,NA,Unknown,Unknown,
-0.8051758,-0.125,-0.5317383,1.04248,-0.6083984,0.293457,13,4,6,2,-6,0,19,23,1,0,-6,-7,-17,-4,0,0,93.4375,93.4375,93.4375,18.625,18.625,18.625,8.996469,6.79965,5.058498,3.291368,3.362325,5.662364,-0.1256099,-0.4798234,1.381416,0.1773868,0.2125496,1.480599,0.03354904,0.2257174,1.606776,-0.1679354,-0.4616225,1.364769,0.1727893,0.2691264,1.497929,0.02765919,-0.2194845,1.565796,0.0349333,-0.5250139,1.505368,-0.1433523,-0.03922644,1.576694,-0.05597183,-0.5180897,1.474984,-0.2034524,-0.2543503,1.538179,0.2740532,0.005659804,1.375177,NA,NA,Unknown,NotTracked,
-0.7788086,-0.1425781,-0.6655273,0.9887695,-0.5795898,0.3251953,-68,-21,2,4,3,0,-13,-31,-12,-8,-2,-6,-5,-10,-4,-1,184.9375,184.9375,184.9375,26.3125,26.3125,26.3125,8.87837,6.836936,4.744768,3.288102,3.279874,5.697182,-0.1353703,-0.4926407,1.395414,0.186175,0.2529859,1.461457,0.03383582,0.2254105,1.607017,-0.1858693,-0.5011894,1.3937,0.1990595,0.2809083,1.431221,0.02782336,-0.219331,1.565613,0.03527272,-0.5246414,1.504992,-0.1434246,-0.03932631,1.576419,-0.05579122,-0.5177751,1.47463,-0.1995194,-0.2665147,1.540888,0.2787015,0.01186449,1.378911,NA,NA,Unknown,Open,
-0.8847656,0.6923828,-0.05029297,0.8383789,-0.4863281,0.2954102,11,13,53,24,12,13,-2,-3,6,7,2,22,0,1,-1,1,41.375,41.375,41.375,-9.25,-9.25,-9.25,7.89362,6.842942,3.431105,3.301089,3.255919,5.691204,-0.1571437,-0.5050366,1.403747,0.2155854,0.2748483,1.390841,0.03381062,0.2243901,1.607855,-0.1850217,-0.5049375,1.390105,0.2312312,0.3020003,1.345,0.02820647,-0.2192887,1.565644,0.03620532,-0.5240625,1.504698,-0.1497807,-0.04032595,1.577327,-0.0549403,-0.517274,1.473828,-0.1998716,-0.2765324,1.545451,0.2845521,0.01677314,1.383892,NA,NA,Unknown,Open,
0.9169922,0.5175781,1.240723,0.871582,-0.5483398,0.375,-19,-51,-74,-52,-2,4,-2,-31,2,-1,-2,-3,-2,-5,0,-2,28.8125,28.8125,28.8125,14.375,14.375,14.375,7.673192,6.79369,3.128094,3.324432,3.280041,5.678701,-0.1594708,-0.5067173,1.41012,0.2114473,0.2693767,1.408955,0.03349239,0.2244646,1.608293,-0.1895597,-0.5153186,1.397108,0.2249252,0.2912517,1.345059,0.02839042,-0.2190252,1.565584,0.03703491,-0.5231347,1.504541,-0.1518077,-0.04096872,1.577341,-0.05421011,-0.516629,1.473537,-0.2016964,-0.2810595,1.551633,0.2870502,0.01573121,1.387043,NA,NA,NotTracked,Open,
0.484375,0.4150391,0.7412109,0.8256836,-0.4707031,0.3066406,7,6,15,7,4,5,-7,-20,-2,-4,-1,-8,6,9,-1,-2,-52.6875,-52.6875,-52.6875,15.875,15.875,15.875,7.661829,6.797379,3.16179,3.353029,3.293087,5.669548,-0.1591781,-0.5063636,1.411502,0.1959371,0.2555436,1.442415,0.03346003,0.2244184,1.608329,-0.1893597,-0.5179247,1.400414,0.2069328,0.277708,1.3812,0.02848019,-0.2190385,1.56557,0.03705535,-0.5230955,1.504524,-0.1511591,-0.04095432,1.577015,-0.05419984,-0.5165656,1.473626,-0.2020815,-0.2812855,1.554274,0.2874661,0.01409025,1.386169,NA,NA,NotTracked,Open,
-1.542969,0.1777344,0.009765625,0.8295898,-0.4282227,0.2636719,4,-7,-5,0,2,4,-1,-8,-3,0,-2,-32,-25,2,0,-3,-69.5,-69.5,-69.5,-0.5625,-0.5625,-0.5625,8.229738,6.882032,3.960782,3.367127,3.310118,5.662889,-0.1585703,-0.5031762,1.412927,0.1712064,0.2376139,1.494992,0.03439681,0.2251997,1.608505,-0.1879756,-0.512304,1.398372,0.1474004,0.1895649,1.5247,0.02898958,-0.2186475,1.565351,0.03696808,-0.522918,1.504512,-0.1488133,-0.04081606,1.576035,-0.05445088,-0.5161145,1.473824,-0.2023898,-0.2798342,1.559341,0.2854614,0.02020831,1.38473,NA,NA,NotTracked,Unknown,
-0.9873047,0.2607422,-0.8325195,0.9199219,-0.4262695,0.237793,7,24,22,9,1,-7,-18,-9,0,-2,-2,1,6,-1,-2,-1,-40.8125,-40.8125,-40.8125,8.6875,8.6875,8.6875,8.830598,6.847407,4.646529,3.380504,3.332597,5.654439,-0.1577362,-0.502499,1.410652,0.1730065,0.2402072,1.497706,0.03518099,0.2252949,1.608418,-0.1898503,-0.5168864,1.404572,0.1478903,0.193835,1.528614,0.02904566,-0.2185597,1.5652,0.03681756,-0.522835,1.504477,-0.1478221,-0.04072146,1.575692,-0.05473664,-0.5158937,1.473909,-0.2024052,-0.27891,1.56025,0.2850376,0.02074068,1.384022,NA,NA,NotTracked,NotTracked,
-0.9873047,0.2607422,-0.8325195,0.8959961,-0.4580078,0.2612305,-29,9,2,-5,2,-17,-20,-16,4,5,3,8,8,6,-1,1,-40.8125,-40.8125,-40.8125,-1.5,-1.5,-1.5,8.830598,6.847407,4.646529,3.4021,3.390359,5.632421,-0.1547044,-0.4992144,1.405785,0.2044658,0.2670505,1.446024,0.03529144,0.2251948,1.608411,-0.1829425,-0.5136438,1.394106,0.1732143,0.2379221,1.4536,0.0294441,-0.2185104,1.565066,0.03731998,-0.5226016,1.504124,-0.1473809,-0.04073247,1.575552,-0.05441993,-0.5157727,1.473795,-0.2017683,-0.2798409,1.561018,0.2849481,0.02037962,1.383317,NA,NA,NotTracked,Unknown,
-0.4536133,0.4414063,-0.02734375,0.8232422,-0.4570313,0.2944336,-12,5,-5,4,-1,-5,-5,-19,-2,-3,0,2,15,6,-1,-1,-14,-14,-14,14.5625,14.5625,14.5625,8.302198,6.972595,3.99626,3.420246,3.447809,5.622554,-0.1520699,-0.4967686,1.401299,0.2168502,0.2693467,1.424362,0.03524539,0.2250338,1.608567,-0.1839848,-0.5012497,1.40024,0.1855614,0.2471568,1.446263,0.02958513,-0.2185278,1.56507,0.03765974,-0.5225514,1.503804,-0.1473484,-0.0407508,1.575552,-0.05414072,-0.5158407,1.473601,-0.2012182,-0.2807822,1.561029,0.2861668,0.02035989,1.383778,NA,NA,NotTracked,Unknown,
0.2275391,0.1713867,0.8115234,0.8051758,-0.4404297,0.331543,-20,-3,49,28,10,5,1,0,-9,-8,-2,0,11,0,-4,-5,34.5625,34.5625,34.5625,14.625,14.625,14.625,7.88839,6.977073,3.552481,3.443012,3.497098,5.618085,-0.1498286,-0.4892308,1.396638,0.2237658,0.2693762,1.419764,0.03505889,0.2250743,1.608811,-0.1750426,-0.499748,1.382482,0.1990034,0.2353916,1.4559,0.02969135,-0.2183068,1.564911,0.03782107,-0.5222276,1.503509,-0.1504398,-0.04102188,1.577979,-0.05397652,-0.5157574,1.473509,-0.2006755,-0.2812962,1.561415,0.2872393,0.01847761,1.38396,NA,NA,NotTracked,Open,
-0.9975586,0.1352539,0.15625,0.7519531,-0.5083008,0.3295898,3,9,13,11,-1,-4,-1,1,0,-2,-3,-2,27,2,0,1,-78.9375,-78.9375,-78.9375,6.1875,6.1875,6.1875,7.805267,6.998842,3.573066,3.448195,3.530142,5.621577,-0.1337036,-0.4820862,1.392113,0.2176991,0.2503461,1.427794,0.03422378,0.2254917,1.609497,-0.1711423,-0.4805814,1.377767,0.1955623,0.2188721,1.468824,0.02992463,-0.2181638,1.564758,0.03799254,-0.522135,1.503056,-0.1537406,-0.04176408,1.580619,-0.05378255,-0.5158312,1.473321,-0.1995283,-0.2816342,1.56224,0.2896183,0.002744241,1.381591,NA,NA,NotTracked,Unknown,
-0.8842773,0.09912109,-0.09082031,0.7783203,-0.4521484,0.3115234,-6,-10,-11,-1,-1,0,3,5,1,-1,-1,-2,3,1,-4,2,-86.5,-86.5,-86.5,-8.75,-8.75,-8.75,7.738879,6.994646,3.642138,3.451977,3.541124,5.615014,-0.1324556,-0.4801845,1.388367,0.2090228,0.2298669,1.426325,0.03378496,0.2256231,1.609662,-0.1676614,-0.4811798,1.375843,0.1902542,0.1972635,1.472769,0.02996807,-0.2181754,1.564727,0.03800431,-0.5222579,1.502715,-0.1540983,-0.04179484,1.581137,-0.05375354,-0.5159503,1.473207,-0.1988931,-0.2811043,1.562477,0.2897247,-0.02346587,1.379659,NA,NA,NotTracked,Unknown,
-1.04834,0.171875,0.04492188,0.809082,-0.4819336,0.3198242,-7,-16,-10,-1,-13,-6,7,-23,-2,0,-2,-1,8,-1,-3,-1,-170.875,-170.875,-170.875,-28,-28,-28,7.214867,6.81618,3.338893,3.423252,3.511651,5.598528,-0.1295523,-0.4791282,1.388298,0.1807227,0.1981754,1.38243,0.03330789,0.2257956,1.610255,-0.1701761,-0.4743572,1.38009,0.1726934,0.1808128,1.445917,0.03015611,-0.218283,1.564477,0.03792349,-0.5223023,1.50188,-0.1543299,-0.04195182,1.581716,-0.05373499,-0.5160401,1.472797,-0.1978263,-0.2799456,1.562128,0.2793823,-0.05211012,1.375734,NA,NA,NotTracked,Unknown,
-1.208496,0.277832,-0.03613281,0.8276367,-0.4492188,0.2788086,4,-12,-23,-6,-4,0,2,3,-3,-2,2,-3,-8,-2,-2,-1,-170.5,-170.5,-170.5,-22.625,-22.625,-22.625,7.037116,6.700299,3.245655,3.404864,3.479411,5.588244,-0.1291164,-0.4811321,1.389803,0.1641438,0.1673861,1.351623,0.03294393,0.2261503,1.610858,-0.1718729,-0.4940598,1.390118,0.1481487,0.1673466,1.417667,0.03029239,-0.218256,1.564258,0.03802962,-0.5223504,1.501694,-0.1538822,-0.04213082,1.581983,-0.05360912,-0.5161089,1.472633,-0.1968942,-0.2800032,1.56137,0.2692996,-0.06956887,1.374238,NA,NA,NotTracked,Closed,
-0.6386719,0.8007813,0.6523438,0.8642578,-0.434082,0.2841797,8,4,13,15,-1,1,0,9,-3,0,3,-3,-12,-1,-1,-1,-111.0625,-111.0625,-111.0625,-24.75,-24.75,-24.75,6.745746,6.309963,3.129342,3.376458,3.42029,5.574744,-0.1294837,-0.4863981,1.392295,0.1225818,0.1065048,1.295822,0.03170923,0.2265695,1.611441,-0.1626745,-0.510838,1.376395,0.08986492,0.1246661,1.325833,0.03110564,-0.2179089,1.563599,0.03784265,-0.5235173,1.500756,-0.1492911,-0.04235014,1.580088,-0.05389942,-0.5171098,1.472231,-0.1946751,-0.2798252,1.558722,0.2423227,-0.1335401,1.387416,NA,NA,NotTracked,Closed,
-0.5917969,0.878418,0.6987305,0.875,-0.3964844,0.2646484,3,20,-9,-14,-4,-4,-7,-3,3,1,4,3,1,1,0,1,-152.8125,-152.8125,-152.8125,-9.8125,-9.8125,-9.8125,6.625984,6.084372,3.205022,3.364802,3.377977,5.571669,-0.1289023,-0.4897326,1.394774,0.1026644,0.06865532,1.293869,0.03007646,0.2285815,1.61331,-0.1663016,-0.509814,1.379879,0.06247751,0.07451973,1.315286,0.03115773,-0.2180486,1.562902,0.03798503,-0.5259191,1.500223,-0.1495723,-0.04243032,1.580379,-0.05370725,-0.5196473,1.47295,-0.1936301,-0.281106,1.55655,0.2459545,-0.1702266,1.394368,NA,NA,NotTracked,Closed,
-0.4711914,0.784668,0.6347656,0.9243164,-0.3730469,0.2416992,0,8,-30,-26,-3,0,0,2,-3,0,-1,-3,-5,0,1,0,-153.1875,-153.1875,-153.1875,-11.9375,-11.9375,-11.9375,6.579003,5.999709,3.269061,3.361709,3.329817,5.564636,-0.1385086,-0.4990365,1.391831,0.0537732,0.01990992,1.311894,0.0296395,0.232507,1.616277,-0.1711828,-0.50918,1.388765,0.02410071,0.003476498,1.279027,0.03004756,-0.2185693,1.561224,0.03789864,-0.5291556,1.49943,-0.1513221,-0.04208329,1.581496,-0.05360796,-0.5226325,1.47372,-0.1884686,-0.2881277,1.549951,0.2393489,-0.1813903,1.400242,NA,NA,Unknown,Closed,
-0.5957031,1.046875,0.65625,0.8779297,-0.3955078,0.2167969,4,-7,16,14,2,0,11,-2,-1,-1,-2,-3,0,-1,-1,-2,-83.625,-83.625,-83.625,-16.4375,-16.4375,-16.4375,6.526317,5.846091,3.488624,3.351151,3.259001,5.544727,-0.1391939,-0.503554,1.396072,0.03160864,-0.0003246207,1.32934,0.03045687,0.2324513,1.616561,-0.1662273,-0.5309958,1.370667,0.003408595,-0.02241693,1.302537,0.03014767,-0.218466,1.561102,0.0379618,-0.5291991,1.49936,-0.1504203,-0.04165429,1.58081,-0.05338252,-0.5226557,1.473481,-0.1871896,-0.288605,1.549162,0.2369073,-0.1889953,1.407344,NA,NA,Unknown,Closed,
-0.5683594,1.175781,0.4204102,0.9199219,-0.3862305,0.2241211,9,-11,-24,-12,-4,-2,-5,3,0,-2,-1,-1,-1,-3,-2,0,-81,-81,-81,-12.375,-12.375,-12.375,6.513047,5.731387,3.75814,3.347494,3.216281,5.532681,-0.1395841,-0.5107098,1.406363,0.007012939,-0.03070654,1.361642,0.0317817,0.2326425,1.616601,-0.170556,-0.5271802,1.392474,-0.01495071,-0.06982461,1.383667,0.03066557,-0.2183698,1.560882,0.03826283,-0.5290502,1.499192,-0.1472914,-0.04072047,1.578292,-0.05216855,-0.5219187,1.471725,-0.185541,-0.2881562,1.547706,0.2488145,-0.2137048,1.425107,NA,NA,NotTracked,Unknown,
-0.5004883,1.11377,0.4941406,0.9394531,-0.4199219,0.1865234,7,-19,11,13,2,1,4,0,-2,1,8,-2,0,-2,-2,0,-27.5,-27.5,-27.5,-6.5625,-6.5625,-6.5625,6.552502,5.675474,3.984279,3.328278,3.16192,5.535756,-0.1396645,-0.5141091,1.411801,-0.005633964,-0.03174415,1.3741,0.0324057,0.2328819,1.616365,-0.1726565,-0.5274409,1.400563,-0.03151425,-0.07124392,1.392455,0.0308283,-0.218389,1.560812,0.03831018,-0.5290118,1.499198,-0.146012,-0.04055339,1.57717,-0.05196192,-0.5217721,1.471497,-0.1838206,-0.2900123,1.546973,0.2403969,-0.2110459,1.423145,NA,NA,NotTracked,Unknown,
-0.4667969,0.8891602,0.4975586,0.9506836,-0.4619141,0.190918,-2,-18,-5,-6,-1,2,1,-6,-1,0,-2,-5,-3,-3,-3,0,29.375,29.375,29.375,13.625,13.625,13.625,6.631739,5.665254,4.128634,3.316292,3.155633,5.558934,-0.1396301,-0.5185253,1.416411,-0.01775154,-0.03604375,1.391578,0.03403508,0.2330661,1.615592,-0.1759735,-0.5171028,1.412333,-0.04856296,-0.05588769,1.369815,0.03115207,-0.21858,1.560755,0.03842675,-0.5290573,1.499246,-0.138726,-0.04037288,1.570965,-0.0516554,-0.5217358,1.471071,-0.1824914,-0.2908747,1.546818,0.2224021,-0.1959517,1.429501,NA,NA,NotTracked,Unknown,
-0.5727539,1.135742,0.5507813,0.9199219,-0.3349609,0.1611328,37,0,5,0,-3,-2,3,10,-1,0,0,-1,-2,-1,0,-1,51.75,51.75,51.75,9,9,9,6.723084,5.674426,4.209255,3.316947,3.151515,5.57006,-0.140282,-0.5187295,1.416422,-0.01783306,-0.03446766,1.395506,0.03505479,0.2333892,1.614897,-0.1766292,-0.5223114,1.413895,-0.0297416,-0.07676837,1.424454,0.03135026,-0.2187403,1.560676,0.03847857,-0.5291326,1.499267,-0.1366916,-0.04043759,1.568773,-0.05150863,-0.5217942,1.470664,-0.1813755,-0.2919546,1.546751,0.2184168,-0.1879999,1.426091,NA,NA,NotTracked,Unknown,
-0.6186523,1.07373,0.4648438,0.9008789,-0.3681641,0.215332,49,-31,-3,11,-3,-6,0,-18,-2,-3,-3,-3,1,-2,-1,-1,27.625,27.625,27.625,-25.8125,-25.8125,-25.8125,6.759345,5.676356,4.254423,3.297586,3.136514,5.563403,-0.1401875,-0.5184093,1.416682,-0.02343726,-0.03371153,1.402649,0.03598608,0.2335514,1.614272,-0.1738523,-0.5274114,1.409441,-0.02360791,-0.07756381,1.43375,0.03152736,-0.2188376,1.560642,0.03862944,-0.5291878,1.499294,-0.1345187,-0.04030859,1.565711,-0.05115476,-0.5217735,1.469902,-0.1810347,-0.2918386,1.546809,0.2153391,-0.1802532,1.420622,NA,NA,NotTracked,Unknown,
-0.6186523,1.07373,0.4648438,0.9008789,-0.3681641,0.215332,49,-31,-3,11,-3,-6,0,-18,-2,-3,-3,-3,1,-2,-1,-1,27.625,27.625,27.625,-25.8125,-25.8125,-25.8125,6.759345,5.676356,4.254423,3.297586,3.136514,5.563403,-0.1407536,-0.5205343,1.416217,-0.03263277,-0.03273673,1.412551,0.03710588,0.2335382,1.61323,-0.174521,-0.5284252,1.409806,-0.03306148,-0.07338619,1.441556,0.03175393,-0.2189735,1.560586,0.03884495,-0.5292765,1.499354,-0.1321809,-0.04000429,1.561535,-0.05082067,-0.5217346,1.469215,-0.1809678,-0.2918291,1.546796,0.2069975,-0.1711811,1.409168,NA,NA,NotTracked,Unknown,
-0.8491211,0.6303711,0.6152344,0.8930664,-0.4038086,0.2373047,-47,-10,3,5,8,11,2,22,-13,-7,-3,-1,-5,-4,-4,-4,54.875,54.875,54.875,-24.875,-24.875,-24.875,6.864007,5.683691,4.414813,3.27576,3.129039,5.555223,-0.1408599,-0.5200891,1.416751,-0.03934377,-0.03440095,1.421429,0.03847029,0.2332751,1.612123,-0.1780401,-0.5173966,1.417261,-0.05593881,-0.06760285,1.434462,0.03196906,-0.2191379,1.560579,0.03899626,-0.529377,1.499421,-0.1308452,-0.03974479,1.558278,-0.05070117,-0.5217295,1.468984,-0.1808237,-0.2917863,1.54672,0.2006848,-0.1625297,1.399402,NA,NA,NotTracked,Unknown,
-0.03027344,0.7680664,0.1606445,0.9106445,-0.3549805,0.206543,-105,-61,-12,-13,-2,-8,-4,9,2,-2,-1,-22,-1,0,0,-2,12.6875,12.6875,12.6875,-13.3125,-13.3125,-13.3125,7.000921,5.585794,4.655215,3.263516,3.125017,5.550165,-0.1412053,-0.5205747,1.417077,-0.04299714,-0.0381688,1.427065,0.03973071,0.2328206,1.611557,-0.1744637,-0.5355041,1.41075,-0.04755332,-0.07446462,1.440615,0.03219668,-0.2192578,1.56055,0.03917288,-0.5294191,1.499445,-0.1294296,-0.03976942,1.554696,-0.05061135,-0.5217288,1.468954,-0.1804763,-0.2919271,1.546269,0.1934963,-0.1564637,1.392944,NA,NA,NotTracked,Unknown,
0.5991211,0.7675781,0.2260742,0.9628906,-0.2797852,0.1430664,47,32,19,11,15,-14,16,7,-1,-1,1,1,1,0,0,0,3.875,3.875,3.875,-0.125,-0.125,-0.125,7.027448,5.492011,4.670467,3.247144,3.134319,5.555798,-0.1408011,-0.5210567,1.413769,-0.04690503,-0.04221951,1.419949,0.04142023,0.2321208,1.609834,-0.1739155,-0.5296967,1.40673,-0.060933,-0.07433581,1.431625,0.03278707,-0.2195579,1.560447,0.03984461,-0.5295562,1.499412,-0.1251583,-0.03883919,1.542163,-0.05009896,-0.5217865,1.468767,-0.1795938,-0.2915623,1.544487,0.185692,-0.1535613,1.388627,NA,NA,NotTracked,Unknown,
0.5209961,1.155273,0.2792969,0.956543,-0.2348633,0.1225586,27,-34,-19,-24,-3,-7,-5,-3,-1,-1,-1,-1,0,-1,-2,-1,-36.8125,-36.8125,-36.8125,29,29,29,6.991038,5.414161,4.60967,3.276233,3.153743,5.549982,-0.1408058,-0.5206442,1.412151,-0.0486027,-0.03817648,1.414658,0.04161467,0.2320325,1.60959,-0.1763318,-0.5281906,1.414666,-0.06453655,-0.07466929,1.427933,0.03310002,-0.2197033,1.560364,0.04032341,-0.5296405,1.499311,-0.1242689,-0.03891066,1.539289,-0.04965952,-0.521873,1.468455,-0.1793098,-0.29141,1.543743,0.1861774,-0.1539564,1.388668,NA,NA,NotTracked,Unknown,
0.3544922,1.007813,0.4985352,0.9389648,-0.2573242,0.1762695,-4,-57,-19,-40,-42,-2,13,-76,-1,0,-1,1,-3,-2,-1,1,-3.9375,-3.9375,-3.9375,34.3125,34.3125,34.3125,6.886872,5.454525,4.313459,3.358998,3.18418,5.524344,-0.1378969,-0.5188534,1.408741,0.002324863,-0.04421189,1.373571,0.04082979,0.2313433,1.607855,-0.1656018,-0.5331805,1.394885,-0.03603446,-0.05375382,1.351889,0.03336733,-0.2198566,1.560164,0.04074606,-0.5297783,1.499067,-0.1274755,-0.03910919,1.541816,-0.04915071,-0.5221502,1.467781,-0.1774294,-0.2933409,1.541952,0.2083591,-0.1605107,1.395379,NA,NA,NotTracked,Unknown,
0.09912109,1.055664,0.730957,0.9282227,-0.3134766,0.2001953,-34,45,20,8,11,-27,4,11,-9,-3,-1,-1,4,2,-3,-3,15.0625,15.0625,15.0625,29.375,29.375,29.375,6.795506,5.500309,3.963164,3.407919,3.202299,5.508739,-0.1364648,-0.5190717,1.407845,0.01595766,-0.03347852,1.350477,0.03818078,0.2298502,1.606755,-0.1702172,-0.5271654,1.405701,-0.01081172,-0.0632547,1.338104,0.03324516,-0.2199806,1.560053,0.04061472,-0.5299794,1.498891,-0.1348343,-0.0401996,1.553097,-0.04942561,-0.5227413,1.468216,-0.1770167,-0.2936009,1.542218,0.219819,-0.162391,1.399044,NA,NA,NotTracked,Unknown,
-0.2919922,0.7387695,0.7797852,0.9282227,-0.3183594,0.2109375,-9,-40,-13,3,12,48,8,-1,1,0,-3,-3,-5,-3,-1,-1,69.8125,69.8125,69.8125,25.5625,25.5625,25.5625,6.695429,5.590478,3.498387,3.447925,3.207322,5.497307,-0.1356234,-0.5195103,1.408733,0.06546371,-0.02876259,1.319076,0.03388482,0.2290247,1.605782,-0.162,-0.5402161,1.398522,0.03205887,-0.05751605,1.301867,0.0320888,-0.2205358,1.559766,0.03989156,-0.5306311,1.498612,-0.1574149,-0.04674382,1.582557,-0.0510657,-0.5252755,1.471429,-0.1767035,-0.2944982,1.542685,0.2329897,-0.1641281,1.399175,NA,NA,NotTracked,Unknown,
-0.7875977,0.4233398,0.7929688,0.9160156,-0.4526367,0.234375,-61,58,9,-1,-3,22,-21,-29,-2,0,-2,2,25,-2,-1,0,157.1875,157.1875,157.1875,14.8125,14.8125,14.8125,6.613597,5.712309,2.716443,3.465633,3.194578,5.509878,-0.1345443,-0.5198802,1.416373,0.1883303,-0.01403648,1.268448,0.0278417,0.2287545,1.604467,-0.165609,-0.5409338,1.411333,0.1357903,-0.02847302,1.253871,0.02977736,-0.2221675,1.559191,0.03763232,-0.5328078,1.497837,-0.1593226,-0.04930861,1.584248,-0.05316701,-0.5279553,1.472185,-0.1775676,-0.2965071,1.547701,0.282782,-0.1725359,1.427458,NA,NA,NotTracked,Unknown,
