ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
-0.2519531,1.020996,0.6069336,0.1166992,-0.9121094,0.5297852,-14,-6,-31,-3,-1,0,-5,-3,-3,1,0,1,2,-3,0,0,-46.5625,-46.5625,-46.5625,-1.125,-1.125,-1.125,6.57506,5.245008,3.069697,3.301566,4.726738,5.132506,-0.05888419,-0.2263549,1.2764,0.06230072,-0.0891299,1.266944,0.01984013,0.2244357,1.60937,-0.02109033,-0.1809809,1.276385,0.009166131,-0.08098254,1.297444,0.02630997,-0.2175001,1.569154,0.03090181,-0.5184317,1.51219,-0.153623,-0.03824668,1.585638,-0.05543756,-0.512561,1.48618,-0.2069366,-0.2141886,1.502357,0.2683396,-0.2060794,1.446834,NA,NA,NotTracked,NotTracked,
-0.6069336,1.146484,0.543457,0.1376953,-0.9404297,0.5097656,-14,-41,-11,-18,-8,-2,-1,0,-1,-1,3,8,18,5,5,0,14.4375,14.4375,14.4375,-8.125,-8.125,-8.125,6.576942,5.433513,3.05594,3.294841,4.681714,5.131537,-0.04865449,-0.2436212,1.277389,0.08292568,-0.03620816,1.285371,0.02108841,0.2247883,1.608373,-0.01011879,-0.2069651,1.304533,0.05449705,-0.05164134,1.255871,0.02631252,-0.2183839,1.568361,0.0299664,-0.5217885,1.510077,-0.1540103,-0.03901809,1.584603,-0.05704433,-0.5154298,1.484815,-0.2100657,-0.2161362,1.50687,0.2688264,-0.2078589,1.444641,NA,NA,Unknown,Unknown,
-0.6333008,1.117676,0.6435547,0.2348633,-0.9150391,0.5522461,-22,-45,-128,-125,-33,-13,-7,-11,2,2,-4,-3,-5,3,2,1,49.3125,49.3125,49.3125,6.0625,6.0625,6.0625,6.615507,5.615527,3.036445,3.302879,4.639537,5.118395,-0.04845158,-0.2522364,1.278392,0.0959006,0.004743012,1.294558,0.02134176,0.2247581,1.608066,-0.00491316,-0.2194453,1.307214,0.06224557,-0.003621474,1.261447,0.02471215,-0.2205025,1.566728,0.02930468,-0.5257899,1.508466,-0.1542541,-0.03944303,1.584027,-0.05860682,-0.5190849,1.485136,-0.2101758,-0.2167965,1.506853,0.2664045,-0.2059795,1.439707,NA,NA,Unknown,Unknown,
-0.7919922,0.7783203,0.3999023,0.2373047,-0.8535156,0.5327148,-17,-26,18,-8,-8,5,-4,-6,-4,-2,-3,-14,-46,-12,-3,-4,100.9375,100.9375,100.9375,-1.5625,-1.5625,-1.5625,6.800787,6.179056,3.05503,3.314802,4.613115,5.092718,-0.04537457,-0.2626219,1.282326,0.1610847,0.053155,1.354137,0.0221698,0.2255339,1.606935,-0.002449823,-0.2285139,1.308437,0.1385914,0.08585431,1.286,0.0255366,-0.2198569,1.566331,0.02922945,-0.5256745,1.507927,-0.1533389,-0.03938473,1.582612,-0.05915058,-0.5186293,1.483507,-0.2100792,-0.2183253,1.511018,0.2544753,-0.1625268,1.423418,NA,NA,Unknown,Unknown,
-0.8979492,0.581543,0.3779297,0.328125,-0.8007813,0.5146484,-87,-20,17,8,5,5,10,0,-12,-1,0,22,69,14,2,1,118.125,118.125,118.125,9.25,9.25,9.25,7.027861,6.495064,3.187772,3.327745,4.597244,5.078027,-0.04375219,-0.2656083,1.284315,0.1585764,0.1194073,1.391775,0.02305769,0.2253701,1.606592,-0.0004836202,-0.2302313,1.309294,0.1635115,0.1268943,1.329957,0.02580206,-0.219446,1.566121,0.02938837,-0.5244817,1.507437,-0.1532003,-0.03959497,1.582204,-0.05922666,-0.5168698,1.481399,-0.2107467,-0.2189956,1.51298,0.2593642,-0.1573574,1.414773,NA,NA,Unknown,Unknown,
-0.7324219,0.5112305,0.1762695,0.2734375,-0.8413086,0.4912109,95,-16,-21,-10,-7,-14,1,13,28,14,8,11,-6,7,-5,-1,110,110,110,15.75,15.75,15.75,7.20145,6.642299,3.323208,3.348386,4.588723,5.066469,-0.03739181,-0.2706933,1.289488,0.1755233,0.1838177,1.45154,0.02749599,0.2241356,1.605309,0.0004642158,-0.2348992,1.3144,0.1831239,0.2226981,1.40697,0.02651967,-0.2185521,1.565467,0.03028183,-0.5225633,1.506087,-0.1524808,-0.03968995,1.581283,-0.05844388,-0.5142044,1.477434,-0.2306417,-0.2385133,1.497141,0.2641185,-0.0570155,1.381007,NA,NA,Unknown,Unknown,
-0.6464844,0.234375,0.05273438,0.2651367,-0.8261719,0.4555664,-38,-16,-7,-9,-4,2,5,-4,-8,-2,0,13,-17,-36,-2,-1,98.9375,98.9375,98.9375,11.4375,11.4375,11.4375,8.014283,6.896515,4.03927,3.375595,4.573979,5.049162,-0.03516939,-0.2743709,1.294437,0.1781886,0.1893872,1.467677,0.02994752,0.2244559,1.605107,0.001347639,-0.2391055,1.320963,0.1859821,0.236118,1.428174,0.02691225,-0.2180085,1.565207,0.03078425,-0.5214823,1.505574,-0.1522409,-0.03967009,1.581052,-0.05804509,-0.5129319,1.476259,-0.2330291,-0.2418874,1.501013,0.2670822,-0.04992675,1.381047,NA,NA,Unknown,Unknown,
-0.8012695,-0.02392578,-0.3007813,0.3208008,-0.8930664,0.5214844,5,-20,-6,0,0,6,-5,-22,-2,-2,-1,8,-18,18,-2,-4,82.3125,82.3125,82.3125,0,0,0,8.610003,6.862523,4.540005,3.381221,4.560706,5.031557,-0.03110244,-0.278031,1.298835,0.1769739,0.1893149,1.466345,0.03320704,0.2254403,1.605533,0.01475917,-0.3101449,1.312429,0.1826376,0.2362817,1.430727,0.02718288,-0.217599,1.564958,0.03104049,-0.5206028,1.505047,-0.1519801,-0.03970637,1.580785,-0.05795589,-0.5120417,1.47549,-0.2336643,-0.2431564,1.501435,0.2687502,-0.02796916,1.379191,NA,NA,Unknown,Unknown,
-0.940918,0.02050781,-0.480957,0.2734375,-0.9038086,0.4995117,26,20,0,0,1,9,-3,2,6,-3,-1,3,6,2,-1,2,72.3125,72.3125,72.3125,-5.9375,-5.9375,-5.9375,8.546152,6.824133,4.373518,3.378807,4.557486,4.999104,-0.02715762,-0.2828659,1.306785,0.1643573,0.2297346,1.439649,0.03627206,0.2262181,1.605216,0.007460902,-0.2486086,1.340663,0.173656,0.2637249,1.400196,0.02801972,-0.2164851,1.564549,0.03196791,-0.5185856,1.50414,-0.151645,-0.03964256,1.580618,-0.05733542,-0.5100176,1.474298,-0.2363939,-0.2479245,1.50729,0.2706066,-0.005456095,1.379903,NA,NA,Unknown,Unknown,
-0.8564453,0.4516602,-0.2998047,0.2529297,-0.8964844,0.4936523,12,-5,11,10,11,-8,-1,-8,-7,-3,-5,-21,-17,-18,-4,-3,49.8125,49.8125,49.8125,-8,-8,-8,8.076702,6.795656,3.716827,3.369743,4.559421,4.982618,-0.0255751,-0.2841373,1.30995,0.1627161,0.2601281,1.411719,0.03653798,0.225535,1.605605,0.007341077,-0.2485775,1.348143,0.17263,0.2821806,1.365135,0.02826343,-0.2160387,1.564421,0.03260493,-0.5172483,1.50368,-0.1516375,-0.03963711,1.580606,-0.05687748,-0.508588,1.473662,-0.2370038,-0.2516297,1.508371,0.265333,0.02126196,1.381095,NA,NA,Unknown,Unknown,
-0.8564453,0.4516602,-0.2998047,0.2700195,-0.859375,0.4907227,13,-6,-3,10,7,2,-1,6,-13,-7,-2,6,30,-1,-1,0,49.8125,49.8125,49.8125,2.4375,2.4375,2.4375,8.076702,6.795656,3.716827,3.364169,4.569983,4.986205,-0.02235087,-0.2839418,1.314361,0.1667484,0.2744957,1.386172,0.03639637,0.2232219,1.606885,0.001479179,-0.3298143,1.336062,0.1375568,0.2469915,1.424526,0.02927377,-0.2151682,1.56425,0.03462595,-0.5149848,1.503217,-0.1517179,-0.03962336,1.580593,-0.05554151,-0.5071942,1.473049,-0.2371746,-0.2528129,1.509709,0.2614588,0.03056772,1.38043,NA,NA,Unknown,Open,
0.4580078,0.3969727,0.9995117,0.2617188,-0.8466797,0.4960938,-6,-11,-26,-16,4,0,0,0,3,-1,-4,-25,-17,17,1,-3,70.375,70.375,70.375,23.5,23.5,23.5,7.771609,6.712886,3.332258,3.378515,4.567243,5.003346,-0.02274302,-0.2834397,1.315039,0.1625454,0.27282,1.409432,0.03636952,0.2232011,1.607185,0.0005475779,-0.3289294,1.345775,0.1346719,0.24337,1.444375,0.02938132,-0.2148806,1.564209,0.0347174,-0.5146278,1.503187,-0.1517194,-0.03962505,1.580595,-0.05548535,-0.5069695,1.473121,-0.2370881,-0.2556968,1.50932,0.2611475,0.02974156,1.380198,NA,NA,Unknown,Open,
-1.003906,0.1586914,-0.3393555,0.2553711,-0.831543,0.5126953,9,38,48,14,5,-6,-11,-13,-1,1,-3,-2,-6,1,-1,-4,-57.5625,-57.5625,-57.5625,5.5,5.5,5.5,8.432578,6.834926,4.359598,3.393847,4.553933,5.023845,-0.02460795,-0.2835357,1.315482,0.1401681,0.2475065,1.47675,0.03837186,0.2252425,1.607505,-0.005504295,-0.3352501,1.346,0.1219808,0.2048181,1.493786,0.02953827,-0.2145624,1.563994,0.0347558,-0.5145246,1.503093,-0.151421,-0.03969676,1.580452,-0.05545092,-0.506898,1.4731,-0.2382941,-0.25735,1.511704,0.2588256,0.02640327,1.379099,NA,NA,Unknown,Unknown,
-1.222656,0.1953125,-1.127441,0.2783203,-0.8251953,0.5058594,23,-2,0,1,-2,-10,14,-4,-8,-7,-5,-2,-14,-20,-5,-1,-64.25,-64.25,-64.25,-9.3125,-9.3125,-9.3125,8.967613,6.74952,5.03572,3.387291,4.543768,5.022569,-0.02559739,-0.2851598,1.314572,0.1315682,0.2483071,1.492963,0.03914684,0.2260253,1.607399,0.007944655,-0.2506694,1.35713,0.1226006,0.1958135,1.504222,0.02953491,-0.2144671,1.563868,0.03471586,-0.5145483,1.503016,-0.1512533,-0.03981447,1.580311,-0.05549324,-0.5069515,1.473004,-0.2382687,-0.2571411,1.511821,0.2569421,0.02655358,1.378043,NA,NA,Unknown,Unknown,
-0.9594727,0.1850586,-0.8535156,0.3007813,-0.8354492,0.5488281,-21,-19,-13,-5,-2,-5,-3,-9,9,1,0,-3,-3,-7,3,3,103,103,103,-15.4375,-15.4375,-15.4375,8.765097,6.865649,4.694284,3.368084,4.533432,5.006703,-0.02772664,-0.2872671,1.314522,0.139242,0.2513209,1.46873,0.0403576,0.2272078,1.607857,0.006706269,-0.2506354,1.35646,0.118391,0.2400035,1.497357,0.02960819,-0.2141862,1.563562,0.03465731,-0.5144866,1.502846,-0.1509845,-0.03987433,1.580088,-0.05552672,-0.5069317,1.472968,-0.2384581,-0.2569173,1.512492,0.254832,0.02677956,1.376921,NA,NA,Unknown,Open,
-0.7958984,0.3007813,-0.546875,0.2978516,-0.7963867,0.515625,13,6,12,4,1,-2,-2,0,7,1,-3,-1,9,0,-2,-1,98.6875,98.6875,98.6875,-4.875,-4.875,-4.875,8.516771,6.907372,4.366143,3.362889,4.532457,5.000133,-0.02762787,-0.2880625,1.314685,0.1615083,0.2643084,1.421792,0.04014223,0.2270302,1.608683,-0.0003376435,-0.3353727,1.342833,0.132659,0.2438308,1.453,0.02965804,-0.2140503,1.563478,0.03470344,-0.5143741,1.502775,-0.1510031,-0.03986603,1.580056,-0.0554965,-0.5068764,1.473012,-0.2401683,-0.2555908,1.516379,0.2534008,0.02688883,1.376405,NA,NA,Unknown,Open,
0.06640625,0.4697266,0.8759766,0.2705078,-0.7299805,0.5,13,15,17,-6,1,3,-2,2,-5,-1,-1,1,0,-2,2,1,21.5,21.5,21.5,7.4375,7.4375,7.4375,7.563675,6.79417,3.283236,3.370538,4.529376,5.015166,-0.02804097,-0.2888114,1.314259,0.1814721,0.2675592,1.354059,0.03681867,0.2253968,1.612111,0.003838335,-0.3319451,1.344583,0.1602776,0.2791665,1.404733,0.03007708,-0.2139659,1.563557,0.03577928,-0.5141764,1.502795,-0.1512546,-0.03986282,1.58004,-0.05455999,-0.5068852,1.473251,-0.2405227,-0.2565924,1.516518,0.2532232,0.02398857,1.373149,NA,NA,Unknown,Open,
-0.3632813,0.4716797,0.4619141,0.2475586,-0.7568359,0.4848633,-21,-4,-14,-16,-4,0,-1,-3,-2,0,0,-1,2,1,0,1,-136.0625,-136.0625,-136.0625,24.625,24.625,24.625,7.195508,6.707786,3.043321,3.385547,4.504741,5.046137,-0.02897239,-0.2906353,1.312594,0.1891266,0.225943,1.347149,0.03549872,0.225463,1.613429,0.002117791,-0.3399116,1.337072,0.1640813,0.2246533,1.397,0.03008146,-0.2139526,1.563547,0.03579566,-0.5141835,1.502796,-0.1514079,-0.03986918,1.580058,-0.05451671,-0.5069294,1.473329,-0.2410146,-0.2577139,1.516619,0.2544553,0.01471552,1.3686,NA,NA,Unknown,Unknown,
-0.7900391,0.001953125,0.5737305,0.2763672,-0.7016602,0.3994141,-27,-13,-4,1,-4,36,10,-2,-2,-2,1,-2,-26,-5,1,-1,-123.375,-123.375,-123.375,29.375,29.375,29.375,7.084495,6.711921,3.093285,3.410216,4.398034,5.113175,-0.0337528,-0.3040732,1.308582,0.1718331,0.2025507,1.338082,0.03242837,0.2271311,1.615014,0.003999314,-0.2761202,1.361542,0.1549191,0.1980098,1.38975,0.03001571,-0.214141,1.563581,0.03563281,-0.5145489,1.502775,-0.1514969,-0.03972827,1.580018,-0.05464949,-0.5073686,1.473459,-0.237241,-0.2566291,1.515278,0.2514745,-0.04418731,1.369725,NA,NA,Unknown,Unknown,
-0.6030273,0.1030273,0.5610352,0.4326172,-0.6630859,0.4165039,22,2,-15,5,3,-34,-5,8,5,-2,-3,-5,-33,-19,-6,-1,-101.5,-101.5,-101.5,23.375,23.375,23.375,7.080408,6.687602,3.155379,3.413635,4.260491,5.166811,-0.03780583,-0.3193332,1.306391,0.1460976,0.1800352,1.340597,0.03186047,0.2275478,1.615319,0.002939003,-0.2926685,1.3585,0.1335383,0.1321892,1.361857,0.02996696,-0.2141619,1.563482,0.03542324,-0.5152824,1.502637,-0.151519,-0.03989547,1.57992,-0.05471505,-0.5082335,1.473444,-0.2366159,-0.256859,1.515696,0.2444788,-0.05577658,1.372833,NA,NA,Unknown,Unknown,
-1.177246,0.6040039,0.1049805,0.5991211,-0.6655273,0.4135742,69,19,1,5,-7,-17,-7,-12,39,12,4,7,7,6,2,0,-136.4375,-136.4375,-136.4375,5.875,5.875,5.875,7.091088,6.58013,3.329025,3.403583,4.084196,5.212785,-0.04727598,-0.3434911,1.303103,0.0908111,0.1839157,1.341679,0.02809691,0.2278436,1.612642,-0.0116147,-0.3076356,1.346,0.10781,0.1885943,1.3513,0.03012976,-0.2148274,1.563272,0.03556297,-0.5185167,1.502582,-0.1516357,-0.0402835,1.579683,-0.05425066,-0.5122535,1.474203,-0.2323744,-0.2562795,1.516358,0.2332394,-0.07214445,1.374009,NA,NA,Unknown,Unknown,
-1.876465,0.8056641,-0.3339844,0.6601563,-0.6030273,0.3813477,-108,-51,-23,-15,-8,-10,-12,-39,-8,-3,-2,-3,16,4,-3,-1,-207.1875,-207.1875,-207.1875,6.125,6.125,6.125,6.886188,6.068112,3.753125,3.395812,3.88604,5.236898,-0.0717049,-0.3956445,1.312439,0.0004639756,0.06694432,1.343624,0.03121803,0.2469885,1.615965,-0.04067794,-0.3709227,1.287514,0.03349075,0.1074647,1.375308,0.03016912,-0.2214644,1.558404,0.03658905,-0.527908,1.500835,-0.1522727,-0.0413971,1.578515,-0.05321259,-0.5219826,1.473886,-0.2190434,-0.261143,1.512151,0.2108824,-0.1133948,1.384106,NA,NA,Unknown,Unknown,
-0.4082031,1.197754,0.4506836,0.8999023,-0.5952148,0.3935547,27,-7,-6,-11,-7,-7,-8,-2,-5,-3,-1,4,8,15,0,-7,-19.125,-19.125,-19.125,-32.875,-32.875,-32.875,6.906306,5.69061,3.955521,3.321179,3.556687,5.278714,-0.08455653,-0.4249872,1.325548,-0.06308735,0.04646208,1.333346,0.04002104,0.2412752,1.614899,-0.04292868,-0.4076429,1.308067,-0.03232672,0.08340538,1.3004,0.03264067,-0.2208066,1.557289,0.04214972,-0.5288025,1.498488,-0.1514434,-0.04520405,1.575047,-0.04669242,-0.5240814,1.46655,-0.1881052,-0.2365743,1.529476,0.2023793,-0.1177203,1.386932,NA,NA,Unknown,Unknown,
0.2954102,1.196289,0.203125,1.076172,-0.5151367,0.2714844,3,28,31,6,-7,12,-10,17,-6,0,-1,-6,-7,0,-2,-4,77.625,77.625,77.625,6.25,6.25,6.25,7.007872,5.566014,3.985656,3.265025,3.361777,5.346159,-0.1078134,-0.4801324,1.355695,-0.1089724,0.01721776,1.332944,0.04747182,0.2326536,1.612445,-0.06210731,-0.4708961,1.358833,-0.07959572,0.0756686,1.347167,0.036008,-0.2212798,1.556937,0.04954196,-0.5308712,1.495445,-0.1432213,-0.06316036,1.556457,-0.04069944,-0.5266775,1.460236,-0.179911,-0.2550578,1.522787,0.164344,-0.1192877,1.3763,NA,NA,Unknown,Unknown,
0.7890625,1.324219,0.3759766,1.110352,-0.3701172,0.1674805,-18,-6,22,5,4,-9,-8,-79,-1,-1,-1,-1,-4,-3,0,2,34.0625,34.0625,34.0625,47.9375,47.9375,47.9375,7.030437,5.492636,3.993842,3.231524,3.214357,5.430801,-0.1180985,-0.499955,1.373604,-0.1119292,0.01557336,1.336112,0.04938467,0.2310605,1.611735,-0.07111698,-0.492826,1.395864,-0.08514212,0.07146621,1.34814,0.03671565,-0.2215508,1.557095,0.05035654,-0.5313844,1.495372,-0.1427464,-0.06616332,1.554658,-0.04014672,-0.5270541,1.460063,-0.1785915,-0.2599342,1.521312,0.1613382,-0.1192079,1.374989,NA,NA,Unknown,Unknown,
0.3994141,1.011719,0.2080078,1.017578,-0.2402344,0.08154297,44,0,-6,-5,-5,-7,-4,4,-6,-4,-5,-6,0,3,2,1,-57.3125,-57.3125,-57.3125,50.375,50.375,50.375,7.008467,5.437383,4.019161,3.231558,3.08697,5.52933,-0.1384577,-0.5151384,1.37579,-0.1086455,0.02028407,1.338826,0.05066054,0.2304053,1.610944,-0.1030772,-0.5053006,1.376114,-0.08676314,0.07896744,1.351895,0.03708985,-0.2216514,1.557325,0.05065978,-0.5316175,1.495686,-0.1425364,-0.06689606,1.553932,-0.04001007,-0.5271356,1.460206,-0.1782469,-0.2611289,1.521593,0.1609552,-0.119362,1.374904,NA,NA,Unknown,Unknown,
0.3994141,1.011719,0.2080078,1.017578,-0.2402344,0.08154297,44,0,-6,-5,-5,-7,-4,4,-6,-4,-5,-6,0,3,2,1,-57.3125,-57.3125,-57.3125,50.375,50.375,50.375,7.008467,5.437383,4.019161,3.231558,3.08697,5.52933,-0.1486185,-0.5212667,1.391041,-0.07986306,0.01687391,1.336815,0.05120715,0.2299543,1.610123,-0.1124029,-0.5131041,1.390172,-0.05400607,0.05725186,1.3535,0.03717569,-0.2217309,1.557493,0.05045971,-0.532129,1.496187,-0.1424581,-0.06684075,1.553835,-0.04026274,-0.5274121,1.460584,-0.1782012,-0.2629368,1.522696,0.1607667,-0.119593,1.374755,NA,NA,Unknown,Unknown,
