3.5146,-0.81314,-1.2376,-4.5923,0.7542,0.40754,-0.15875,-0.47449,0.81487,0.75862,-1.3232,-0.2395,1.2465,-0.38825,-0.023935,0.15719,0.26123,0.059379,-0.12678,-0.53404,-0.34184,0.21297,-0.61132,-0.21629,0.03102,-0.18679,-0.34686,-0.21022,-0.72978,0.077989,-0.13077,0.48078,0.16817,0.15414,-0.38259,1
4.1904,-2.1205,-2.3955,-4.725,0.79485,1.0067,-0.97184,-0.26239,-0.080552,0.58477,-1.9165,-0.47741,0.67076,-0.22357,-0.096934,0.37112,0.75964,0.64637,0.59204,-0.55809,0.032779,-0.22557,-0.30272,-0.19797,-0.29135,0.20856,-0.1989,-0.12409,-0.50568,-0.16625,-0.50357,0.31568,0.13899,-0.13183,0.013854,1
4.9757,0.96578,-0.34099,-1.3286,-0.56112,1.8233,1.3076,1.5557,-0.13069,0.28644,-0.96602,-1.8202,0.97478,-1.3535,-0.30862,1.2493,0.46221,0.79538,0.16669,-0.86488,0.027746,-0.00045325,-0.77987,-0.52715,0.01977,0.067134,-0.49242,-0.089884,-0.73815,-0.002272,-0.52117,0.24492,-0.51119,-0.21108,-0.25726,1
2.5149,1.281,-1.4692,-0.82543,1.6086,1.6895,0.97962,2.3307,-1.3826,-1.3665,0.10649,-1.8229,1.1958,-0.582,0.64283,0.96247,0.51072,1.3358,-0.29073,-0.071233,0.34944,-0.14515,-0.17353,0.079976,-0.34896,0.42873,-1.1712,0.27193,-0.45562,0.41696,-0.67728,0.4154,0.094499,-0.40322,-0.1388,1
3.5656,0.47031,-1.1694,-1.3524,0.78814,1.6805,1.2122,1.7212,-0.51543,0.14207,-1.8877,-1.7377,0.28104,-0.75968,0.0072056,1.5694,0.51288,1.3391,0.10072,-0.55296,0.047548,0.052678,-0.33646,-0.30194,-0.20821,0.034453,-0.39974,-0.068068,-0.30797,0.13324,-0.76012,0.37999,0.073706,-0.37264,0.19397,1
5.1399,0.15288,-0.96634,-1.4844,-0.40336,2.173,1.5157,1.4036,-0.4167,0.39083,-0.92483,-2.2192,1.102,-0.50147,-0.17446,0.61702,0.78493,1.4075,0.19785,-0.49619,0.44133,-0.21737,-0.46938,-0.48259,-0.38794,0.15106,-0.68177,0.096921,-0.24538,0.28347,-0.56887,0.57529,-0.056778,-0.18364,-0.0010649,1
2.3778,-1.6618,-1.8956,-3.3582,0.3251,1.7161,-0.0048627,0.60641,0.010547,0.95984,-0.97371,-1.4019,0.8403,0.32077,0.59763,0.77039,0.62326,0.79601,-0.00318,-0.39331,-0.13193,-0.13986,-0.2365,-0.57114,-0.10306,-0.24789,-0.59618,-0.26187,0.03674,0.30506,-0.3623,0.32936,-0.16252,0.13496,-0.18979,1
5.4156,1.0467,-1.5306,-0.61735,-0.213,2.4066,1.0812,1.9175,-0.51048,-0.080281,-1.8934,-2.2634,0.65762,-0.78171,-0.064487,1.308,0.86533,1.2034,0.40437,-0.74765,0.20106,0.013145,-0.89629,-0.5788,-0.43552,0.16978,-0.78649,-0.08796,-0.5979,0.41073,-0.67141,0.15858,0.099615,0.10085,-0.33131,1
2.0381,-0.38286,-2.5252,-3.5791,0.84236,0.40916,-0.82166,-0.018417,0.27848,0.51263,-2.0441,-0.98933,-0.019273,0.35524,-0.72684,0.89247,0.67158,0.8298,0.44639,-1.054,-0.22435,-0.48878,0.080764,0.052765,-0.26253,-0.072636,-0.12214,-0.47351,-0.22997,-0.10268,-0.73468,0.26586,-0.11051,0.0083236,-0.038623,1
6.9969,-0.92286,0.039535,-1.2449,0.67155,1.5738,1.6878,1.3831,-0.15604,0.45093,-2.0421,-1.5767,0.52108,-0.12761,-0.43036,0.89821,0.5736,1.0919,-0.19932,-0.64745,0.097643,-0.57453,-0.65441,-0.54279,-0.034744,-0.29758,-0.52216,0.4491,-0.86017,0.35677,-0.7384,0.14018,-0.17225,-0.34877,-0.51168,1
8.1897,-2.9023,0.11123,-1.1966,0.53764,1.6938,2.1859,2.0752,-1.2914,0.028708,-2.3691,-1.3953,-0.82378,0.24317,-0.74118,1.2755,0.82334,0.96699,-0.74186,-0.42387,0.25153,-0.50679,-0.92318,-0.65469,0.079324,-0.45412,-0.29897,0.28493,-0.44351,0.17517,-0.87128,0.29364,-0.1644,0.018277,-0.43133,1
4.4467,-3.1715,-0.094458,-2.6516,1.6771,0.62933,2.6928,0.73768,1.1305,1.0612,-1.3351,-1.5253,0.77009,-0.43344,-0.73073,1.122,0.28609,0.86454,-0.44777,-0.57823,0.1769,-0.16553,-0.8042,-0.18379,0.038389,0.05246,-0.1195,0.30113,-0.9953,0.50917,-0.69285,0.21598,-0.29587,-0.27268,-0.058511,1
1.9644,-3.216,-2.6606,-5.1392,2.4867,2.1692,-1.3795,-0.53738,-0.13854,0.75791,-1.0238,-0.88155,0.61482,1.1837,-0.12557,0.0065929,1.1016,0.63476,0.43066,-0.1826,-0.16688,-0.12695,-0.57806,-0.079532,-0.16799,-0.076402,-0.096295,-0.0025864,-0.88017,-0.053765,-0.24338,0.12397,0.20209,-0.25252,0.25114,1
1.5926,-1.2873,-0.96089,-1.7244,-0.398,-0.061017,2.646,0.43878,0.72546,1.8527,-1.3561,-1.8211,-0.41641,0.092284,-0.57545,0.78027,0.85306,1.1752,-0.38216,-0.35235,0.0069753,-0.56187,0.23172,-0.26014,-0.2059,-0.13057,-0.5408,-0.45122,-0.194,0.0084077,-1.0184,0.13545,0.076079,0.3002,0.041459,1
2.746,-1.8881,-2.3083,-3.4307,1.3947,0.84929,-0.29585,0.53617,0.22182,1.1064,-1.8849,-1.2965,1.002,-0.033442,0.18024,0.64913,0.63341,0.7261,0.26634,-0.6043,-0.19425,-0.098857,-0.12375,-0.21527,0.39431,-0.1195,-0.30445,-0.15747,-0.40584,0.14374,-0.64736,0.39851,0.15489,-0.023123,-0.1565,1
-1.5949,-2.9542,-2.789,-4.2768,1.356,0.65703,-0.80657,-0.22564,-0.54684,1.344,0.050362,-1.5322,0.50881,1.2331,0.43759,0.55572,0.77741,0.43815,0.55059,-0.20183,-0.33703,-0.054485,-0.11575,-0.34369,0.52566,-0.36049,-0.26159,-0.3649,-0.49272,0.0030469,-0.40368,0.03547,0.16094,0.17779,0.19457,1
4.4811,0.11531,-0.77784,-1.1412,-0.15625,0.78064,1.5018,1.5547,0.046262,0.6703,-1.9452,-1.8619,0.47168,-0.55327,-0.2512,1.2857,0.55456,1.2286,-0.12289,-1.0625,0.10487,-0.30925,-0.4365,-0.31718,-0.084284,0.36522,-0.13996,-0.38006,-0.41731,0.016891,-1.1946,0.21775,-0.24697,-0.31136,-0.1542,1
1.7605,-0.64005,-2.7265,-3.5246,1.0215,0.35117,-0.39959,0.34956,0.08897,0.59262,-1.7249,-0.82186,0.44186,0.1311,-0.33179,0.077652,1.0595,0.66381,-0.11033,-0.26798,-0.21207,-0.38324,0.037259,-0.57499,0.062291,-0.068461,-0.49878,-0.29358,0.024109,0.096142,-0.50161,0.29461,0.18822,0.047503,-0.12165,1
2.0047,-1.604,-3.127,-4.5396,1.0957,0.33284,-0.51833,0.14183,-0.069043,0.50558,-1.8872,-0.89757,0.72707,-0.018063,-0.4053,0.49983,0.66635,0.74947,0.057297,-0.74756,-0.51285,-0.12693,-0.43453,-0.060726,-0.095834,-0.082375,0.0098606,-0.35734,-0.46822,0.19788,-0.23222,0.28889,0.12617,-0.17457,0.0019939,1
5.5418,0.32272,-0.33413,-0.87362,-0.76693,1.0924,1.1752,1.501,-0.2287,-0.0065645,-1.8854,-1.2886,-0.27734,-0.61178,-0.28687,1.8581,0.48002,1.3315,-0.96425,-0.26707,-0.4708,-0.23533,-0.3992,-0.80128,-0.0779,0.25489,-0.71477,-0.4603,-0.50775,-0.16328,-0.63722,0.66325,-0.03107,-0.04782,0.0069866,1
3.8589,-0.70041,-1.2327,-2.3707,1.326,-0.39746,3.2433,0.9504,1.5078,0.22148,1.698,-2.1213,-0.82308,0.71793,-0.15818,0.47263,-0.26931,-0.45938,0.29096,0.0047935,0.11952,0.44408,0.89033,-0.043806,-0.1172,0.29673,-0.85361,-0.1991,-0.36101,-0.027889,-0.02736,-0.37885,0.054319,-0.076767,-0.22884,2
-0.059855,-1.5048,-1.407,-3.0735,0.85581,-2.0279,3.7525,0.02236,1.2139,1.4591,1.8282,-1.5823,-0.45558,0.014342,0.012625,0.39022,-0.38722,0.019567,-0.24183,0.16652,0.11787,0.49128,0.20149,-0.50108,0.37686,-0.18552,-0.62723,-0.32162,-0.33788,0.028311,-0.38954,-0.63046,0.52094,0.07833,-0.35707,2
3.5458,-1.6449,-1.0403,-2.2047,1.2103,-0.82483,3.4556,0.54811,0.76044,0.47513,2.1177,-2.1214,-0.36643,0.48131,0.73206,0.27775,-0.71057,0.163,0.049327,0.065025,0.21523,-0.051481,0.1649,-0.18878,0.38431,-0.066226,-0.69095,-0.23311,-0.83966,0.14359,-0.18276,0.024778,0.096433,-0.389,-0.30536,2
1.454,-2.8541,-2.4301,-4.6014,1.4073,0.15521,1.2441,0.20741,-0.0091021,1.0263,0.44064,-1.4315,-0.63099,0.7864,0.51997,0.032467,0.046451,-0.25752,0.30039,-0.086429,-0.25638,0.087641,0.18534,-0.34483,0.42344,-0.04558,-0.23068,-0.31927,-0.448,-0.26041,-0.55103,-0.39115,0.20735,0.19127,-0.28715,2
0.67774,-1.2502,-3.2922,-4.0247,-0.026331,-1.5327,1.463,0.78564,1.2691,0.88889,0.48195,-1.5877,-0.38694,-0.13307,-0.15103,0.4563,-0.61665,-0.10057,0.32833,-0.15871,-0.026767,0.50568,0.78771,-0.16375,0.23702,-0.27058,-0.28501,-0.69514,0.46239,0.25637,-0.10141,-0.26428,0.39666,0.020205,0.14149,2
