13.866,22.176,4.1104,15.157,21.509,6.0049,6.6592,6.9697,3.1782,0.58093,0.63103,0.19499,0.70608,0.53047,0.33748,0.3982,0.038021,0.90128,1.5983,0.12952,15.187,17.919,1.7109,0.14874,0.37182,0.84894,0.13344,81.934,71.458,136.7,120.74,124.75,111.99,71.464,117.06,115.34,79.132,105.1,147.33,111.25,87.563,298.64,298.64,298.64,424.91,424.91,424.91,1150.8,1150.8,1150.8,34.859,34.859,34.859,35.577,49.334,1215.2,1215.2,1215.2,1113.7,1113.7,1113.7,54683,54683,54683,0.051917,0.051917,0.051917,6.9625,84.732,132.57,201.66,221.48,131.04,102.48,1
10.415,21.508,4.5601,10.145,21.251,4.4648,9.0024,6.9531,2.7036,0.49659,0.65672,0.1693,0.61546,0.57896,0.2466,0.43128,0.028664,0.48144,1.6134,0.072708,11.097,19.408,1.2899,0.39178,0.38226,1.0047,0.099219,56.302,76.234,152.25,73.149,42.361,35.055,56.091,64.983,81,72.751,60.322,59.894,55,94,264.11,264.11,264.11,563.53,563.53,563.53,1140.8,1140.8,1140.8,38.536,38.536,38.536,39.979,54.053,1485,1485,1485,1725.8,1725.8,1725.8,66827,66827,66827,0.67781,0.67781,0.67781,5.2458,71.471,127.54,165.98,187.51,126.75,85.299,1
15.586,36.092,7.499,11.364,35.358,8.1782,5.5752,5.0571,2.0244,0.59084,0.85277,0.21038,1.0294,0.24967,0.34909,0.72721,0.044259,0.82721,4.1299,0.22168,15.709,32.725,1.9917,-0.058969,0.56808,0.36245,0.18174,79,74,217.22,148.54,115,40,117.17,135.12,105.52,93.057,83.145,107.95,70.15,92,287.97,287.97,287.97,610.5,610.5,610.5,931.88,931.88,931.88,40.414,40.414,40.414,53.347,45.832,1633.3,1633.3,1633.3,2536.1,2536.1,2536.1,73498,73498,73498,0.088171,0.088171,0.088171,13.567,125.06,210.86,295.32,323.76,209.16,106.39,1
15.806,34.153,9.0195,18.28,29.917,12.709,3.4233,2.4888,1.4346,0.64398,0.70636,0.32946,0.99297,0.19249,0.41472,0.49895,0.10854,1.5447,2.9612,0.53894,18.662,22.453,4.8845,0.26762,-0.40515,-0.37797,0.28242,58,88.999,102.52,55.895,59,65,74,67,76,106,92,79,68.43,65.244,91.326,91.326,91.326,691.56,691.56,691.56,400.38,400.38,400.38,31.146,31.146,31.146,33.489,42.771,970.07,970.07,970.07,2163.8,2163.8,2163.8,43653,43653,43653,1.2878,1.2878,1.2878,15.368,126.2,203.34,301.18,315.97,210.85,95.021,1
15.116,34.364,9.0923,13.272,31.448,8.9912,7.1216,5.355,2.7612,0.63072,0.74803,0.23183,0.98176,0.21981,0.39781,0.55955,0.053744,0.90664,3.2687,0.26754,17.901,25.18,2.4185,0.076261,0.2708,0.10599,0.1998,87.485,107.61,221.81,87.859,39.918,44.57,85,53.327,50.407,59.941,58.235,116,49.088,72.605,185.83,185.83,185.83,557.84,557.84,557.84,811.44,811.44,811.44,35.994,35.994,35.994,42.904,45.742,1295.5,1295.5,1295.5,2027.6,2027.6,2027.6,58300,58300,58300,0.79202,0.79202,0.79202,12.26,129.69,212.34,300.37,320.45,207.67,84.177,1
15.552,33.682,5.9985,11.407,34.098,7.7168,5.3936,6.0884,2.2822,0.60294,0.85331,0.21249,1.0227,0.30479,0.36354,0.72814,0.045151,0.77853,3.8423,0.20006,16.359,32.766,2.0318,0.048044,0.92463,0.84741,0.17148,63.057,87,146,101,80,46,76,51.576,102.39,114.91,83.817,78,58.909,87.959,226.83,226.83,226.83,720.98,720.98,720.98,844.5,844.5,844.5,41.02,41.02,41.02,45.406,55.264,1682.6,1682.6,1682.6,2901.8,2901.8,2901.8,75719,75719,75719,0.54141,0.54141,0.54141,9.1292,123.11,206.65,315.16,322.26,205.35,40.358,1
15.888,24.132,2.8804,12.685,23.792,3.8452,5.4063,6.4287,2.1045,0.63855,0.68997,0.13616,0.81038,0.5012,0.40774,0.47606,0.018539,0.93071,1.9097,0.051785,18.348,21.423,0.83427,-0.16091,0.64788,1.222,0.085449,42.014,35.403,84,67.605,88,47,53,34,39.51,58.769,59.397,78,88,60.644,295.37,295.37,295.37,492.61,492.61,492.61,666.44,666.44,666.44,33.987,33.987,33.987,32.849,49.402,1155.1,1155.1,1155.1,1566.1,1566.1,1566.1,51981,51981,51981,0.75079,0.75079,0.75079,7.1708,91.674,151.59,253.53,254.03,151.02,45.488,1
13.396,39.819,9.0605,12.257,38.239,9.9463,5.7896,5.5039,2.3965,0.51759,0.89011,0.2476,1.0261,0.26477,0.2679,0.79229,0.061306,0.70413,4.8369,0.32665,12.055,35.653,2.7588,0.59146,0.33732,0.48953,0.22103,63.107,88.283,186.52,108.31,49.194,39,40.345,55,90.306,72.968,54.294,66.649,77.748,80.807,257.84,257.84,257.84,659.22,659.22,659.22,925.69,925.69,925.69,40.863,40.863,40.863,51.286,49.327,1669.7,1669.7,1669.7,2682,2682,2682,75139,75139,75139,0.77835,0.77835,0.77835,13.59,124.6,223.71,315.48,320.18,223.13,52.2,1
13.625,23.739,5.0059,10.838,22.813,7.8389,6.7246,6.5732,2.71,0.54218,0.65198,0.23732,0.72086,0.5114,0.29396,0.42508,0.056321,0.57059,1.7975,0.2108,13.228,19.129,2.5344,0.57224,0.23808,0.2773,0.1742,74.35,103.63,267.06,122.05,35.803,25.608,44,31.648,41,46.634,47.873,60.422,59.425,95.071,347.72,347.72,347.72,380.98,380.98,380.98,882.88,882.88,882.88,26.684,26.684,26.684,29.964,35.587,712.06,712.06,712.06,684.28,684.28,684.28,32043,32043,32043,0.52012,0.52012,0.52012,3.1139,84.502,140.05,236.79,226.11,142.9,67.89,1
17.005,33.919,7.0815,14.349,32.575,8.7773,7.7314,5.7119,2.6812,0.63988,0.78358,0.23762,1.0004,0.2844,0.40945,0.61399,0.056462,1.0394,3.507,0.25447,18.425,27.63,2.5408,0.020301,0.67368,0.45825,0.19505,91.42,106.78,194.48,135.92,95,52,69.596,74,61.525,97,75,79.765,86.684,111.06,288.37,288.37,288.37,719.23,719.23,719.23,1354.7,1354.7,1354.7,51.767,51.767,51.767,60.054,67.333,2679.8,2679.8,2679.8,3439.2,3439.2,3439.2,1.2059e+05,1.2059e+05,1.2059e+05,0.75028,0.75028,0.75028,7.9056,120.21,209.28,333.2,321,209.78,64.847,1
