ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.8608398,-0.3920898,-0.2075195,0.5048828,1.046875,0.1865234,0,-1,-2,-1,-3,-1,-1,0,-13,1,6,-12,-8,-12,-15,-7,5.25,5.25,5.25,2,2,2,1.617755,3.254434,0.5985209,7.434155,5.464498,1.999823,-0.1836108,-0.5244964,1.120423,0.07200834,0.004405511,1.148293,0.1638299,0.2397301,1.288889,-0.1383914,-0.5150885,1.124704,0.08008876,0.06082585,1.18275,0.1053338,-0.2085555,1.302217,0.08770593,-0.526677,1.28529,-0.073167,0.005837238,1.263246,0.002678091,-0.506153,1.250555,-0.1718845,-0.2497085,1.256584,0.319369,-0.1282865,1.081051,NA,NA,Unknown,Unknown
0.8974609,-0.3461914,-0.2041016,-0.2807617,1.165039,0.4238281,0,-1,-2,0,-2,-1,1,0,-4,-9,-16,-19,-5,-6,-4,-2,53.25,53.25,53.25,43.3125,43.3125,43.3125,1.8267,3.311679,0.4723925,7.340364,5.550005,1.556584,-0.1786586,-0.5181358,1.110811,0.08901811,0.000203958,1.16261,0.16347,0.2397994,1.289212,-0.1348737,-0.5064369,1.111686,0.1233381,0.08837972,1.17725,0.1053662,-0.2083779,1.302423,0.08781058,-0.5258999,1.285626,-0.0747902,0.005838482,1.26528,0.002837839,-0.505729,1.251422,-0.1721738,-0.2502991,1.256711,0.3694178,-0.135438,1.104709,NA,NA,Unknown,NotTracked
0.9248047,-0.3666992,-0.1958008,-0.7207031,0.9326172,0.7519531,0,-1,0,-1,-1,-2,-1,-1,0,-1,10,19,-2,-1,4,0,47.5,47.5,47.5,158.8125,158.8125,158.8125,1.979548,3.340525,0.393084,7.30677,5.656742,0.9828683,-0.1736648,-0.5123759,1.106507,0.2444366,-0.01757354,1.126025,0.1572357,0.240366,1.288938,-0.1303375,-0.5026358,1.104639,0.2581661,0.008473908,1.084143,0.1055994,-0.2083959,1.303141,0.08776434,-0.525352,1.28601,-0.07837679,0.005397088,1.268781,0.003042395,-0.5050959,1.252133,-0.1731857,-0.2517465,1.258332,0.4156466,-0.1419446,1.155656,NA,NA,Unknown,Closed
0.8867188,-0.4194336,-0.1982422,-0.9541016,0.5957031,0.8037109,0,-1,-2,-2,0,2,-2,0,4,12,20,22,14,15,6,0,15.4375,15.4375,15.4375,155.9375,155.9375,155.9375,2.054155,3.346998,0.3713738,7.346951,5.74722,0.4745004,-0.1737649,-0.515342,1.112163,0.3079756,-0.00296422,1.131336,0.1512881,0.2408875,1.287293,-0.1318092,-0.5020991,1.110679,0.3451602,0.01053504,1.096283,0.1055343,-0.2085658,1.303282,0.0878188,-0.5250466,1.286077,-0.07994414,0.004094608,1.272041,0.003648476,-0.5038487,1.251208,-0.1745469,-0.2529736,1.263933,0.4408285,-0.1402963,1.191556,NA,NA,Unknown,Unknown
0.8032227,-0.4907227,-0.1616211,-1.049805,0.2753906,0.3588867,-3,-2,-1,0,0,-1,1,-2,6,1,-6,-12,5,7,1,-12,-6,-6,-6,63.4375,63.4375,63.4375,1.995474,3.313527,0.435957,7.371165,5.84001,0.2313116,-0.1803864,-0.5173776,1.128829,0.3365512,0.002951873,1.156562,0.1488278,0.2413876,1.284655,-0.1341403,-0.5139912,1.119667,0.3901427,0.0175167,1.126684,0.1054746,-0.2086045,1.303147,0.0872563,-0.5241267,1.286027,-0.08034675,0.002853096,1.274291,0.003594598,-0.5019153,1.250177,-0.1755575,-0.2537608,1.269657,0.4565358,-0.1386935,1.229213,NA,NA,Unknown,NotTracked
0.8149414,-0.4970703,-0.1577148,-0.6958008,0.6958008,0.1850586,-1,-2,-1,-1,-2,-3,-2,0,3,3,5,17,7,7,-2,-1,-31.6875,-31.6875,-31.6875,-13,-13,-13,1.86226,3.259651,0.5496961,7.350832,5.86211,0.2041934,-0.1881502,-0.5274886,1.14729,0.3393446,-0.004601587,1.162775,0.1487114,0.2415667,1.28356,-0.1453394,-0.5108691,1.1447,0.3868523,0.01220792,1.130038,0.1054056,-0.2086037,1.303088,0.08664702,-0.5234548,1.286094,-0.08002637,0.002615144,1.274556,0.003271769,-0.5002567,1.249305,-0.1763508,-0.2533453,1.273213,0.4622123,-0.1436487,1.242997,NA,NA,Unknown,NotTracked
0.8779297,-0.5322266,-0.1762695,-0.5561523,0.8789063,0.1904297,-2,-1,-1,-1,0,0,-1,-1,3,-1,-6,0,-11,-11,-7,24,-48.5,-48.5,-48.5,-38.6875,-38.6875,-38.6875,1.689802,3.218768,0.6632885,7.296052,5.849234,0.2207177,-0.1965108,-0.5300794,1.159777,0.3338668,-0.01532692,1.154587,0.1491702,0.2414767,1.282822,-0.1526826,-0.5219175,1.156808,0.3866736,0.002108991,1.125649,0.10556,-0.2085386,1.303038,0.08679605,-0.5225873,1.286127,-0.07953676,0.00235639,1.274374,0.003488133,-0.4993532,1.248338,-0.1767984,-0.253185,1.273793,0.4619621,-0.1455944,1.243789,NA,NA,Unknown,NotTracked
0.9169922,-0.4858398,-0.1894531,-0.6196289,0.6645508,0.2241211,0,0,-2,-2,-1,-1,-1,0,0,-1,-3,0,1,1,-1,0,-25.75,-25.75,-25.75,-10.625,-10.625,-10.625,1.585561,3.214374,0.7146713,7.225219,5.878126,0.2085981,-0.200598,-0.5308266,1.158934,0.2877775,-0.01772744,1.160231,0.1495762,0.2414769,1.282602,-0.1597504,-0.5167989,1.157105,0.2826403,0.01937576,1.22025,0.1060449,-0.2085532,1.302968,0.08743712,-0.5220672,1.286023,-0.0790209,0.002099413,1.274062,0.00420032,-0.4990675,1.247388,-0.1775873,-0.25292,1.273679,0.4588673,-0.1501498,1.241136,NA,NA,Unknown,NotTracked
0.8725586,-0.4023438,-0.1577148,-0.7226563,0.690918,0.3554688,-1,-2,-2,-2,0,-1,-2,1,8,-8,-8,2,4,0,0,4,17.1875,17.1875,17.1875,-9.1875,-9.1875,-9.1875,1.686776,3.237352,0.648242,7.205217,5.882621,0.226199,-0.1985584,-0.5292215,1.148815,0.3068154,-0.03083722,1.122381,0.1498651,0.2415084,1.282768,-0.1543744,-0.5194494,1.148313,0.3567885,-0.01303959,1.098472,0.1064559,-0.2085246,1.303155,0.08810319,-0.5217392,1.286083,-0.07865587,0.001703312,1.273547,0.004695984,-0.4991025,1.246944,-0.1779688,-0.2530031,1.273387,0.4461618,-0.1557033,1.231388,NA,NA,Unknown,Unknown
0.8862305,-0.4165039,-0.1499023,-0.7353516,0.8295898,0.2817383,-2,-2,-1,-2,-2,-2,0,-1,9,19,22,2,-8,-4,-4,4,-12.125,-12.125,-12.125,-20.625,-20.625,-20.625,1.764369,3.25053,0.5626287,7.231247,5.867804,0.3529866,-0.1928558,-0.5256579,1.137705,0.2773586,-0.03668786,1.088501,0.1503866,0.2415897,1.284012,-0.149548,-0.5162104,1.13425,0.30085,-0.03608035,1.051901,0.1069783,-0.2083926,1.303666,0.08976127,-0.5209532,1.28635,-0.07840776,0.001274367,1.273229,0.006007896,-0.4992243,1.246626,-0.1785879,-0.2531334,1.272473,0.4291542,-0.1615979,1.214822,NA,NA,Unknown,Unknown
