ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.9077148,-0.3862305,-0.1806641,0.9018555,0.3491211,-0.0390625,-1,0,-1,-2,0,-1,0,0,0,-2,0,-1,-1,0,-1,-1,0.125,0.125,0.125,-0.8125,-0.8125,-0.8125,1.787117,3.190516,0.4556866,7.778044,3.087632,9.494042,-0.1722933,-0.535987,1.140538,0.3456192,-0.5391939,1.122824,0.148435,0.2368832,1.284147,-0.1282429,-0.5220154,1.140998,0.3831167,-0.5433818,1.107522,0.1109518,-0.2106469,1.3031,0.1002376,-0.5196112,1.283839,-0.08634739,0.003195332,1.273862,0.01646868,-0.5000868,1.244236,-0.1725387,-0.2568793,1.26387,0.367751,-0.2828822,1.246126,NA,NA,Unknown,Unknown
0.8974609,-0.3833008,-0.1806641,0.9077148,0.3466797,-0.04150391,-1,-1,-1,-3,0,-2,-2,0,-1,-1,1,-1,-1,-2,-1,-1,0.375,0.375,0.375,-0.6875,-0.6875,-0.6875,1.78725,3.190338,0.455382,7.776084,3.087906,9.49286,-0.1718804,-0.5338622,1.14064,0.3452115,-0.5391054,1.123423,0.1484246,0.2368831,1.284122,-0.1289088,-0.5195849,1.140426,0.3828049,-0.5427875,1.106529,0.1109494,-0.2106463,1.303011,0.1002234,-0.5195686,1.283762,-0.08636419,0.003194526,1.273816,0.01640595,-0.5000699,1.244162,-0.1725353,-0.2568891,1.263775,0.3678056,-0.2834267,1.246118,NA,NA,Unknown,Unknown
0.9008789,-0.3862305,-0.1777344,0.9052734,0.3525391,-0.03808594,0,-2,-4,-1,-1,-2,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1.375,-1.375,-1.375,0.1875,0.1875,0.1875,1.784401,3.190981,0.4569058,7.775741,3.088821,9.492717,-0.1717652,-0.5349202,1.141011,0.3447759,-0.5394291,1.123646,0.1484246,0.2368813,1.284114,-0.1282006,-0.5223733,1.14061,0.3831214,-0.5420495,1.107558,0.110918,-0.2106404,1.302974,0.1001673,-0.5195534,1.28375,-0.08637687,0.003209929,1.273801,0.01636726,-0.5000662,1.24413,-0.1726483,-0.2568402,1.263759,0.3675686,-0.2827999,1.246225,NA,NA,Unknown,Unknown
0.9082031,-0.3823242,-0.1757813,0.9082031,0.3442383,-0.03564453,0,-2,-1,-1,-1,-1,-1,0,-1,-1,-4,-1,-2,-1,0,-2,0.625,0.625,0.625,-0.4375,-0.4375,-0.4375,1.784933,3.191038,0.4563065,7.774071,3.090197,9.49122,-0.172466,-0.534327,1.140157,0.3451388,-0.53877,1.123235,0.148416,0.236879,1.284096,-0.1298532,-0.5187796,1.140657,0.3807849,-0.5512608,1.106479,0.1107846,-0.2106271,1.302951,0.09999413,-0.5195506,1.283676,-0.08638691,0.003205323,1.273777,0.01613057,-0.5000207,1.243962,-0.1726686,-0.2568465,1.263604,0.3675905,-0.2834733,1.246196,NA,NA,Unknown,Unknown
0.9052734,-0.3823242,-0.1791992,0.9077148,0.3466797,-0.03173828,-1,-1,0,1,-3,-3,1,0,-1,-2,1,-3,-1,-1,-2,0,-1.125,-1.125,-1.125,0.75,0.75,0.75,1.785677,3.191474,0.454382,7.774899,3.090089,9.489869,-0.1725647,-0.5350876,1.141781,0.3455994,-0.539431,1.124139,0.1484118,0.2368953,1.284128,-0.1283934,-0.5218523,1.141032,0.3846401,-0.5478182,1.110884,0.1106844,-0.2105626,1.302941,0.09997495,-0.5194897,1.283644,-0.08639926,0.003204267,1.273764,0.01609932,-0.4999617,1.2439,-0.17267,-0.25685,1.263622,0.3676882,-0.284119,1.246277,NA,NA,Unknown,Unknown
0.9013672,-0.3769531,-0.1787109,0.9086914,0.3457031,-0.04052734,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,2,0,-1,1.1875,1.1875,1.1875,0.0625,0.0625,0.0625,1.789455,3.191126,0.4519658,7.775305,3.090243,9.488732,-0.1725356,-0.5346117,1.141321,0.3451354,-0.5382899,1.123883,0.1484384,0.2369006,1.28412,-0.1285971,-0.5213306,1.140533,0.3823005,-0.5436877,1.106889,0.1106832,-0.2105584,1.302909,0.09996507,-0.5194541,1.283605,-0.08642381,0.003215846,1.273748,0.01608318,-0.4999436,1.243857,-0.1727034,-0.2568348,1.263627,0.3674037,-0.2832469,1.24634,NA,NA,Unknown,Unknown
0.9033203,-0.3798828,-0.1855469,0.9067383,0.3515625,-0.03417969,1,-1,0,0,-2,-1,0,0,-1,0,-2,-2,0,-2,-1,1,-0.625,-0.625,-0.625,0.3125,0.3125,0.3125,1.788947,3.191432,0.4524932,7.774497,3.090158,9.48905,-0.1719294,-0.5341646,1.14107,0.3456019,-0.5386539,1.123291,0.1484442,0.2369041,1.28412,-0.1283562,-0.5221051,1.139725,0.3812047,-0.5464278,1.102574,0.1106779,-0.2105823,1.302841,0.09991954,-0.5194678,1.283536,-0.08644784,0.003232074,1.273721,0.01606637,-0.4999334,1.24376,-0.1727313,-0.2568178,1.263592,0.3674925,-0.2840146,1.246332,NA,NA,Unknown,Unknown
0.9023438,-0.3789063,-0.184082,0.90625,0.3461914,-0.03564453,-1,-1,-1,-1,-4,0,-2,-2,0,-1,-2,0,1,-1,-1,-1,0.1875,0.1875,0.1875,-0.375,-0.375,-0.375,1.789477,3.191489,0.451895,7.77312,3.090121,9.489164,-0.1719668,-0.5345023,1.140975,0.3451525,-0.5379546,1.123332,0.1484692,0.2369009,1.284077,-0.1287032,-0.5227958,1.137496,0.3787571,-0.5398856,1.100874,0.1106878,-0.2105724,1.302803,0.09991196,-0.5194151,1.283481,-0.08644931,0.003237448,1.27369,0.01605598,-0.4998739,1.243672,-0.1727016,-0.2568249,1.263518,0.3674272,-0.2839061,1.246385,NA,NA,Unknown,Unknown
0.934082,-0.4101563,-0.1899414,0.9418945,0.362793,-0.03564453,0,-1,-2,0,1,0,-3,-4,-2,-1,-2,1,-2,-1,-3,-1,1.625,1.625,1.625,0.125,0.125,0.125,1.796486,3.191682,0.4449425,7.762499,3.091632,9.499537,-0.1711898,-0.534222,1.140236,0.3453164,-0.5381855,1.123674,0.148478,0.2369124,1.28411,-0.1276184,-0.5236501,1.137977,0.3820406,-0.5465195,1.107762,0.1106592,-0.2105674,1.302781,0.09992325,-0.5193956,1.283448,-0.0864513,0.003249183,1.273689,0.01608237,-0.4998609,1.243627,-0.1727327,-0.2568032,1.263525,0.3674135,-0.2840611,1.246428,NA,NA,Unknown,Unknown
0.9760742,-0.5043945,-0.1450195,1.04834,0.440918,0,-1,-1,-2,-2,2,0,-1,1,3,8,13,4,-2,-1,0,2,19.6875,19.6875,19.6875,-4.3125,-4.3125,-4.3125,1.923505,3.209579,0.3368576,7.671265,3.108785,9.593287,-0.1651522,-0.5294309,1.133189,0.341977,-0.5350635,1.121101,0.1484919,0.2369241,1.284117,-0.1209406,-0.5194941,1.12812,0.3667246,-0.5312554,1.093554,0.1106748,-0.2105891,1.302727,0.09992299,-0.5194332,1.283424,-0.0864556,0.003274624,1.273689,0.01610555,-0.4998571,1.243587,-0.1729781,-0.2566758,1.264042,0.3676234,-0.2850388,1.246447,NA,NA,Unknown,Unknown
