ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.4023438,-0.9536133,0.03857422,-0.3876953,0.8701172,0.3378906,-1,0,-1,-2,-1,-2,-2,0,10,-4,-4,2,-2,0,2,4,7.8125,7.8125,7.8125,-24.375,-24.375,-24.375,2.388501,4.35424,9.139666,7.025386,5.501582,0.7140279,-0.04483004,-0.3173196,0.991287,0.1694623,-0.06855313,1.011898,0.1576889,0.2417054,1.294673,-0.007285189,-0.3052408,1.0546,0.1753189,-0.03726668,1.002846,0.118064,-0.2084284,1.304913,0.112066,-0.5173326,1.280352,-0.07269986,0.007135735,1.263504,0.02949886,-0.5035855,1.245737,-0.1827172,-0.1743027,1.194012,0.4271041,-0.1790001,1.159543,NA,NA,Unknown,Unknown
0.5634766,-0.8896484,0.05615234,-0.4277344,0.9663086,0.402832,0,1,0,1,1,-2,-1,-2,0,1,2,-5,-2,-2,-4,-3,25.5,25.5,25.5,-44.5625,-44.5625,-44.5625,2.339929,4.056198,9.329348,6.929354,5.43463,0.6756908,-0.07003379,-0.4052324,1.00435,0.178881,-0.08142812,1.027823,0.158029,0.2419415,1.292674,-0.02881556,-0.4039167,1.055267,0.1976537,-0.07791296,0.9928272,0.1240079,-0.2052319,1.30027,0.1220912,-0.5107778,1.273529,-0.07215101,0.006036911,1.262885,0.0332792,-0.4998758,1.238923,-0.1821314,-0.1919212,1.211497,0.4386706,-0.1854568,1.182795,NA,NA,Unknown,Unknown
0.7753906,-0.8447266,-0.06201172,-0.5458984,1.053223,0.4379883,-1,-2,-1,0,0,-2,-3,0,0,-4,-7,-3,-3,-1,0,2,42,42,42,-55.125,-55.125,-55.125,2.249284,3.753526,9.578291,6.84784,5.425835,0.7045816,-0.1128507,-0.4692986,1.044871,0.1852408,-0.08688863,1.041898,0.1577647,0.2419873,1.289955,-0.06939115,-0.470992,1.103533,0.2028526,-0.0833732,1.0089,0.1242526,-0.2045988,1.299878,0.1212426,-0.5098966,1.274028,-0.073537,0.005018524,1.262694,0.03244336,-0.4987596,1.239812,-0.1778711,-0.2206186,1.226749,0.449543,-0.1960591,1.213704,NA,NA,Unknown,Unknown
0.855957,-0.737793,-0.1630859,-0.5180664,0.9545898,0.4204102,-2,0,0,-2,-2,-2,0,-1,-5,-5,-3,-1,1,-2,2,-3,27.8125,27.8125,27.8125,-14.25,-14.25,-14.25,1.970754,3.389995,0.02330632,6.816883,5.494616,0.7789462,-0.1520146,-0.5129353,1.087388,0.1858595,-0.07896925,1.056853,0.1573093,0.2420776,1.287767,-0.1125021,-0.4935757,1.097148,0.1900342,-0.05644158,1.027,0.1222696,-0.2045944,1.299787,0.1104678,-0.5111516,1.277226,-0.07451536,0.004332651,1.262643,0.02375658,-0.4975098,1.24154,-0.1749904,-0.2380861,1.233385,0.4507712,-0.202542,1.225858,NA,NA,Unknown,Unknown
1.097168,-0.6103516,-0.2114258,-0.4282227,0.8847656,0.3657227,-2,2,-1,0,-2,-1,-2,1,2,2,0,-2,1,-2,-1,-1,34.5625,34.5625,34.5625,2,2,2,1.57792,3.21715,0.5360256,6.876367,5.643178,0.9068971,-0.1787872,-0.5394514,1.132982,0.1787806,-0.0615279,1.072,0.156797,0.2420674,1.286145,-0.1286213,-0.5264763,1.123889,0.1886539,-0.04215586,1.039216,0.1191126,-0.2055126,1.300132,0.1031122,-0.5141957,1.27983,-0.07651597,0.003942337,1.263353,0.01787939,-0.4987462,1.243372,-0.1728207,-0.2527807,1.237827,0.449287,-0.2051759,1.218871,NA,NA,Unknown,Unknown
1.060547,-0.4257813,-0.3730469,-0.4335938,0.7993164,0.340332,-2,-2,-2,0,-1,-1,-2,-2,3,-1,-2,-1,-3,2,0,0,-13.75,-13.75,-13.75,-1.1875,-1.1875,-1.1875,1.233292,3.150511,0.9282333,6.911924,5.738083,1.012136,-0.1970312,-0.5458211,1.162808,0.1686295,-0.03995565,1.081792,0.156084,0.2421435,1.285221,-0.1530506,-0.5402167,1.165048,0.1675276,-0.01528772,1.045295,0.116513,-0.2063402,1.300538,0.09851173,-0.51652,1.281989,-0.07775934,0.0037516,1.263945,0.0136946,-0.4999989,1.245803,-0.171081,-0.2541278,1.24231,0.4304777,-0.2039098,1.180729,NA,NA,Unknown,Unknown
0.9291992,-0.4604492,-0.1987305,-0.3935547,0.7626953,0.3027344,-1,-1,-2,-2,0,0,0,-2,-1,-1,-2,-1,-1,-1,0,0,-14.5,-14.5,-14.5,-12.125,-12.125,-12.125,1.212922,3.129046,0.9010199,6.960022,5.828504,1.159495,-0.199774,-0.5432777,1.170536,0.1447676,-0.01517923,1.087673,0.1550758,0.2423088,1.284393,-0.155455,-0.527447,1.175706,0.1562019,-0.006534512,1.051965,0.1128196,-0.2067687,1.301295,0.09624855,-0.5186412,1.283464,-0.07885674,0.003682793,1.264614,0.01194486,-0.5013641,1.247923,-0.1719342,-0.2542395,1.249093,0.3871972,-0.1778218,1.143543,NA,NA,Unknown,Unknown
0.8618164,-0.5146484,-0.1259766,-0.3881836,0.7714844,0.2226563,-1,-2,0,-1,-2,-1,-1,-1,-4,-4,-2,-2,-3,0,0,-2,41.9375,41.9375,41.9375,-1.0625,-1.0625,-1.0625,1.438122,3.153138,0.7060512,6.99411,5.865557,1.245805,-0.1910819,-0.5380485,1.164554,0.1360267,-0.006523482,1.096175,0.1542153,0.2425622,1.284068,-0.1486618,-0.5267106,1.166407,0.1166904,0.01274143,1.055539,0.1108004,-0.2068728,1.301797,0.09492975,-0.5199963,1.284437,-0.08018173,0.003733357,1.266022,0.01031628,-0.5024011,1.249663,-0.173691,-0.25379,1.257465,0.3865742,-0.1795072,1.135201,NA,NA,Unknown,Unknown
0.8374023,-0.4379883,-0.1518555,-0.2954102,0.9399414,0.206543,-1,0,-2,-1,1,0,0,-2,2,-7,-2,0,0,0,0,-2,69.625,69.625,69.625,-0.625,-0.625,-0.625,1.767356,3.222219,0.5148007,7.024673,5.854688,1.278541,-0.1818264,-0.5311074,1.150699,0.1292819,-0.007001408,1.098576,0.1533901,0.2426683,1.283629,-0.1377152,-0.5194698,1.148577,0.1424638,-0.002894573,1.060406,0.1094644,-0.2069955,1.3019,0.09358662,-0.5208417,1.284784,-0.08098898,0.003925053,1.267326,0.008969644,-0.5029082,1.250315,-0.1738012,-0.2536379,1.262582,0.3756974,-0.1764086,1.129366,NA,NA,Unknown,Unknown
0.8828125,-0.3842773,-0.1928711,-0.4365234,0.9697266,0.1704102,-2,-1,-1,-2,-2,0,-2,0,-7,-9,-7,1,-2,-4,-11,-9,51.1875,51.1875,51.1875,1.25,1.25,1.25,1.928083,3.275987,0.4428378,7.00836,5.828347,1.250362,-0.1739408,-0.5259525,1.135566,0.1286906,-0.005479345,1.093314,0.1520754,0.2427536,1.283501,-0.131062,-0.5157788,1.1286,0.1419942,-0.001360778,1.055892,0.1089643,-0.2071065,1.30199,0.09351797,-0.5213838,1.284894,-0.0819537,0.004052259,1.269023,0.008874604,-0.5034755,1.250714,-0.1729259,-0.2540526,1.265968,0.3645729,-0.1700998,1.133278,NA,NA,Unknown,Unknown
