0.9101563	-0.3657227	-0.199707	0.9082031	0.3325195	-0.04736328	-3	0	-1	0	-2	-1	0	-2	0	0	2	-2	0	0	-1	1	-0.375	-0.375	-0.375	-2.1875	-2.1875	-2.1875	1.726331	3.186046	0.6691377	7.807608	3.076186	0.4387339	-0.1785805	-0.5235771	1.136795	0.3502154	-0.5427122	1.127853	0.1438075	0.2361052	1.271152	-0.1365271	-0.5160853	1.134007	0.3064279	-0.5329254	1.125831	0.105441	-0.2106245	1.298961	0.09425483	-0.5191664	1.283872	-0.09143282	0.001574534	1.272814	0.01002391	-0.4996797	1.24453	-0.1782657	-0.2584471	1.259553	0.3628392	-0.2875709	1.248208	NA	NA	Unknown	Unknown
0.9042969	-0.3662109	-0.1958008	0.9121094	0.3388672	-0.04833984	-1	-1	-2	-2	-3	-1	0	0	-2	-3	-2	-1	-1	0	1	0	-1.625	-1.625	-1.625	-1.25	-1.25	-1.25	1.724613	3.185492	0.667764	7.812788	3.074093	0.4292094	-0.1781561	-0.5242692	1.134829	0.3497243	-0.5435807	1.128042	0.1436367	0.236165	1.27106	-0.1343392	-0.5190591	1.129585	0.3053009	-0.5391924	1.120375	0.1053916	-0.2105649	1.298869	0.0943346	-0.5191014	1.283723	-0.09125116	0.001560765	1.272542	0.01004583	-0.4996475	1.244299	-0.1782319	-0.2584223	1.258931	0.3626835	-0.2876547	1.248337	NA	NA	Unknown	Unknown
0.9077148	-0.3671875	-0.1870117	0.9091797	0.3359375	-0.04980469	0	-1	-2	-1	1	0	-1	0	-1	0	0	0	-2	-1	-1	0	-0.625	-0.625	-0.625	-1.75	-1.75	-1.75	1.723934	3.185399	0.6671297	7.815298	3.073152	0.4226993	-0.178707	-0.5242153	1.135525	0.3496082	-0.5432515	1.128151	0.1434607	0.2362467	1.270997	-0.1344069	-0.5188648	1.132852	0.3061745	-0.5333639	1.126204	0.1053126	-0.2104757	1.298782	0.09440356	-0.5190382	1.283608	-0.09100084	0.001575632	1.272181	0.01008468	-0.4996028	1.24416	-0.1781476	-0.2583671	1.258061	0.3626135	-0.2877209	1.248566	NA	NA	Unknown	Unknown
0.9125977	-0.3666992	-0.1904297	0.9101563	0.3378906	-0.04150391	-1	-1	-2	-1	0	-1	0	1	-1	0	0	-1	-3	-1	0	-1	-1.625	-1.625	-1.625	-0.75	-0.75	-0.75	1.723384	3.184421	0.6665794	7.813881	3.072953	0.4205228	-0.1787105	-0.5240002	1.136149	0.3496378	-0.5432295	1.130312	0.1432994	0.23641	1.270891	-0.1348823	-0.5171979	1.133759	0.3053094	-0.5333548	1.13383	0.1052119	-0.2104015	1.298583	0.09440285	-0.5189264	1.283393	-0.09077846	0.001625284	1.271713	0.0100633	-0.4994917	1.243894	-0.1780003	-0.2582953	1.257645	0.3625228	-0.2877734	1.248949	NA	NA	Unknown	Unknown
0.8984375	-0.3691406	-0.1938477	0.9101563	0.3325195	-0.04101563	-1	0	-1	-1	-1	-2	-2	-1	-3	-3	0	-1	-1	-1	-1	-1	-1	-1	-1	-0.5	-0.5	-0.5	1.723143	3.18295	0.6622656	7.813935	3.072109	0.4171429	-0.178327	-0.5241825	1.13451	0.349062	-0.5439005	1.128266	0.1431856	0.2364956	1.270757	-0.1332111	-0.5187209	1.13413	0.3059794	-0.5339909	1.127204	0.1049198	-0.2102922	1.298386	0.09400386	-0.5188827	1.283074	-0.0906144	0.001680936	1.271463	0.009670634	-0.4993659	1.243563	-0.1780478	-0.258177	1.257121	0.3623994	-0.2878316	1.249223	NA	NA	Unknown	Unknown
0.9067383	-0.3671875	-0.1904297	0.9130859	0.3359375	-0.04003906	-2	-2	-1	-2	-1	-2	0	-2	-1	0	0	0	0	1	-1	-2	-0.9375	-0.9375	-0.9375	-0.625	-0.625	-0.625	1.723578	3.182724	0.661397	7.812475	3.071706	0.4160243	-0.1782457	-0.5248321	1.13512	0.3486938	-0.5434176	1.129865	0.1430917	0.2365596	1.270761	-0.1345187	-0.5185333	1.132771	0.3061025	-0.533947	1.127086	0.1047706	-0.2101645	1.298341	0.09399182	-0.5188206	1.28301	-0.09062518	0.001601913	1.271279	0.009616291	-0.4993362	1.243504	-0.1782575	-0.2581916	1.256761	0.3621725	-0.2878275	1.249364	NA	NA	Unknown	Unknown
0.9082031	-0.3671875	-0.1953125	0.9101563	0.3334961	-0.04345703	-1	1	-1	0	-1	-1	-2	0	0	0	-1	-2	1	0	-2	-2	-0.25	-0.25	-0.25	-1	-1	-1	1.723578	3.182724	0.661397	7.80924	3.070683	0.4169604	-0.1780349	-0.5252461	1.135594	0.3488201	-0.5438554	1.130291	0.1430072	0.2366004	1.27069	-0.1328563	-0.5222698	1.131007	0.3063253	-0.5375744	1.122676	0.1047401	-0.2101594	1.298286	0.09402209	-0.5187972	1.282943	-0.09060419	0.001603674	1.271137	0.009625052	-0.4993319	1.243399	-0.1784628	-0.2581132	1.256615	0.361944	-0.2879379	1.249697	NA	NA	Unknown	Unknown
0.9077148	-0.3720703	-0.1958008	0.90625	0.3364258	-0.04248047	0	-1	-1	0	0	0	0	-1	-2	0	-1	0	2	-1	-1	-2	-1.75	-1.75	-1.75	-0.5	-0.5	-0.5	1.722859	3.182727	0.6604005	7.807148	3.070877	0.4180634	-0.177808	-0.5245959	1.134715	0.348676	-0.5435163	1.130113	0.1429183	0.2366363	1.270678	-0.13474	-0.5181791	1.133046	0.3052533	-0.5353672	1.126765	0.104674	-0.2101574	1.298252	0.09398475	-0.5188106	1.282905	-0.0905329	0.001543896	1.270836	0.009547628	-0.4993584	1.243239	-0.1785303	-0.2581288	1.256202	0.3617332	-0.2880258	1.249889	NA	NA	Unknown	Unknown
0.9907227	-0.4277344	-0.2119141	0.9833984	0.3530273	-0.04101563	-1	0	0	0	-9	-5	-2	-2	-2	-2	-1	-3	-7	-2	-2	1	3.375	3.375	3.375	-0.5	-0.5	-0.5	1.740977	3.18469	0.6428092	7.785596	3.073903	0.4390734	-0.1770787	-0.5231094	1.13274	0.3481845	-0.5414801	1.130086	0.1428474	0.2366991	1.270654	-0.1335922	-0.517956	1.132195	0.3053258	-0.5360366	1.122526	0.1045052	-0.2100215	1.298188	0.09395888	-0.5187501	1.282843	-0.0904458	0.001591915	1.270596	0.009427796	-0.499308	1.243122	-0.1786364	-0.2580197	1.255824	0.3614896	-0.2880889	1.250058	NA	NA	Unknown	Unknown
1.13916	-0.6391602	-0.2080078	1.064453	0.3930664	-0.03320313	-1	2	9	26	23	4	4	5	0	0	-3	-1	-2	-2	0	-1	60.6875	60.6875	60.6875	-1.8125	-1.8125	-1.8125	2.038752	3.252443	0.409968	7.671271	3.095033	0.5574615	-0.164335	-0.5094713	1.117897	0.3451793	-0.5392599	1.128707	0.1427483	0.2367609	1.270636	-0.1208056	-0.501191	1.113227	0.3006676	-0.5321078	1.122416	0.1045458	-0.2099939	1.298105	0.09420375	-0.5186567	1.282752	-0.09044857	0.001664143	1.27053	0.009724583	-0.4992454	1.242997	-0.1808347	-0.2571359	1.257555	0.3614052	-0.2881447	1.250562	NA	NA	Unknown	Unknown
1.143066	-1.213379	0.1274414	1.134277	0.5517578	0.08642578	-2	-1	-1	-1	21	6	0	-3	-1	-3	-6	-1	-1	-4	-2	-1	2.875	2.875	2.875	-18.9375	-18.9375	-18.9375	2.424736	3.465084	9.995764	7.331404	3.220494	0.8976453	-0.114773	-0.454954	1.096996	0.3345326	-0.5298189	1.120767	0.142557	0.2367908	1.27057	-0.06255916	-0.4560973	1.125172	0.2951065	-0.5116708	1.1296	0.1060623	-0.2096551	1.298028	0.1004147	-0.5170937	1.283039	-0.09075055	0.002120127	1.271048	0.01494992	-0.4989684	1.24331	-0.1872421	-0.2433586	1.262723	0.3616546	-0.2868682	1.252837	NA	NA	Unknown	Unknown
0.8603516	-1.428223	0.5068359	1.066406	0.65625	0.2104492	-1	-4	-4	-10	-26	-6	-3	0	2	3	9	8	2	2	3	3	103.0625	103.0625	103.0625	2.6875	2.6875	2.6875	2.858606	3.897385	9.573579	7.057755	3.417081	1.18871	-0.05040416	-0.3390989	1.05861	0.3125169	-0.5041196	1.107513	0.1416774	0.23689	1.27044	-0.009592607	-0.4150538	1.0735	0.2705145	-0.493829	1.105097	0.1074519	-0.2090248	1.298078	0.1050001	-0.5148827	1.283224	-0.09375805	0.002887651	1.272454	0.01844646	-0.4976772	1.242545	-0.1965014	-0.2105666	1.259303	0.3654617	-0.2794544	1.259969	NA	NA	Unknown	Unknown
0.2402344	-0.5141602	0.2241211	1.066406	0.9609375	0.4262695	-1	1	3	0	-1	2	1	1	0	-1	0	5	-2	0	0	0	69.875	69.875	69.875	-2.25	-2.25	-2.25	3.169856	4.464513	9.314471	6.89723	3.740187	1.419663	-0.000161018	-0.2142453	1.025699	0.2787971	-0.4446603	1.106256	0.1396742	0.2369191	1.270518	0.03457507	-0.1720422	1.071786	0.2293271	-0.4568644	1.127533	0.107069	-0.2088427	1.300014	0.1026446	-0.5142844	1.28756	-0.09326852	0.004033347	1.273284	0.01647915	-0.4935962	1.248279	-0.2412327	-0.2178757	1.202332	0.3711857	-0.2632064	1.268636	NA	NA	Open	Unknown
0.07080078	-0.640625	0.2670898	0.4326172	0.9165039	0.5341797	1	7	2	-7	-5	-4	0	-4	-4	-2	4	2	1	-2	-4	-4	-59.4375	-59.4375	-59.4375	-55.25	-55.25	-55.25	3.117449	5.099625	9.122766	6.656624	4.36699	1.672305	0.01373771	-0.1178715	1.009966	0.2202553	-0.3523374	1.091865	0.1365465	0.2372327	1.2721	0.03940108	-0.170316	1.069091	0.2351638	-0.4186417	1.107	0.1048167	-0.2090981	1.301859	0.0986573	-0.5152665	1.288599	-0.09498132	0.003988666	1.273167	0.0136001	-0.4934303	1.247594	-0.2649846	-0.1757423	1.23142	0.3806087	-0.2320823	1.283147	NA	NA	Closed	Unknown
0.1616211	-0.6010742	0.265625	-0.1928711	0.4584961	0.5151367	-2	-3	-4	1	1	0	-3	-3	-3	-6	-2	-3	-2	-5	-3	-1	-7	-7	-7	14.0625	14.0625	14.0625	3.069264	5.321369	9.016885	6.571175	4.934342	1.850792	0.05071101	-0.06171716	0.9960873	0.1735028	-0.2217713	1.110257	0.1345716	0.2371541	1.274359	0.0659092	-0.09614833	0.9743554	0.1663255	-0.2955289	1.098361	0.1040103	-0.2092892	1.303065	0.09765867	-0.5156668	1.288672	-0.09609094	0.00488807	1.272575	0.0117578	-0.4950139	1.247347	-0.204462	-0.1820053	1.138017	0.3901095	-0.2097786	1.275091	NA	NA	Unknown	Unknown
0.2094727	-0.6987305	0.3842773	-0.2773438	0.5644531	0.4887695	0	0	0	2	1	1	0	0	2	3	-4	1	-2	-2	-4	-3	-10.625	-10.625	-10.625	72.0625	72.0625	72.0625	3.047589	5.3394	8.919065	6.648018	5.314686	1.975712	0.06219104	-0.05227706	0.9942695	0.1627463	-0.1223287	1.142006	0.1334331	0.2368275	1.278539	0.08108249	-0.08392289	0.9704043	0.1030479	-0.1635735	1.12655	0.1040079	-0.2103289	1.305348	0.0961809	-0.5173751	1.28861	-0.09676059	0.005960178	1.271931	0.009363209	-0.4978119	1.247666	-0.1981432	-0.17746	1.124617	0.3865199	-0.2044287	1.252945	NA	NA	Unknown	NotTracked
-0.1464844	-1.022461	0.4003906	-0.2495117	0.4960938	0.2392578	0	-1	-4	-1	-2	-4	2	0	2	-4	-12	-14	-6	-3	1	-2	-1.1875	-1.1875	-1.1875	36.5625	36.5625	36.5625	3.01155	5.300486	8.802428	6.850199	5.857182	2.220812	0.07206045	-0.04977163	0.9976768	0.170832	-0.1245796	1.165905	0.1327224	0.2383545	1.282466	0.09180502	-0.08403108	0.9775938	0.1592612	-0.1801261	1.13305	0.1029318	-0.2118115	1.305938	0.08895241	-0.524823	1.287582	-0.09721019	0.007053262	1.271279	0.003626058	-0.5048664	1.250711	-0.1931264	-0.1738752	1.11535	0.3798651	-0.2010343	1.239887	NA	NA	NotTracked	NotTracked
-0.2133789	-0.9716797	0.315918	-0.1831055	0.621582	0.2724609	1	2	3	15	10	1	5	3	-6	-7	-11	-10	-1	-2	-2	-4	-4.8125	-4.8125	-4.8125	-13.25	-13.25	-13.25	3.007645	5.304967	8.74075	6.942105	6.019053	2.332688	0.0770765	-0.04386249	1.003087	0.1710395	-0.1244681	1.168514	0.1318183	0.2408257	1.286067	0.09360888	-0.06773878	0.973017	0.1333532	-0.1728494	1.124537	0.1018276	-0.2125015	1.305444	0.08584264	-0.5283198	1.287168	-0.09742802	0.008008785	1.270812	0.000429159	-0.5094212	1.25469	-0.1725715	-0.1563833	1.121488	0.3712764	-0.1964918	1.223011	NA	NA	NotTracked	NotTracked
-0.2216797	-0.9677734	0.2026367	-0.4077148	0.7119141	0.2387695	-4	-1	-1	-4	-3	-1	-2	-3	18	30	16	4	5	2	9	10	-4.8125	-4.8125	-4.8125	-45.9375	-45.9375	-45.9375	2.98521	5.340785	8.708641	6.870597	5.943846	2.336128	0.08018719	-0.03416512	1.008136	0.1635561	-0.1216651	1.167821	0.1315118	0.2433866	1.289584	0.09906881	-0.06604357	0.986119	0.1293173	-0.1733404	1.123101	0.1001494	-0.2120617	1.304114	0.08529003	-0.530325	1.286853	-0.09774593	0.008884299	1.270563	0.000383699	-0.5119398	1.255951	-0.1723289	-0.154239	1.117123	0.3678052	-0.196589	1.216513	NA	NA	NotTracked	NotTracked
-0.2260742	-0.8862305	0.2089844	-0.5581055	0.7441406	0.2114258	-2	-2	-4	-8	-6	-2	0	-1	-3	-2	-2	3	0	0	-1	-4	-25.0625	-25.0625	-25.0625	-134.375	-134.375	-134.375	2.930608	5.389989	8.707119	6.696351	5.789012	2.280174	0.09279983	-0.02365736	1.007214	0.1663715	-0.1169796	1.167541	0.1312714	0.2452125	1.291651	0.1096928	-0.05735366	0.9889166	0.1221387	-0.1721465	1.121406	0.09885234	-0.2119747	1.303258	0.0852185	-0.5327469	1.286766	-0.09807221	0.009698645	1.270493	0.000953657	-0.514269	1.256292	-0.1726	-0.1518523	1.114946	0.3676406	-0.1975958	1.216732	NA	NA	NotTracked	NotTracked
