ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.8725586,-0.4223633,-0.2041016,-0.5009766,0.7490234,-0.05712891,0,-1,-2,0,-1,0,-1,-2,-11,-5,1,3,1,-3,-1,3,3.75,3.75,3.75,-93.1875,-93.1875,-93.1875,1.97106,3.330022,0.2427287,7.474466,5.994345,1.324882,-0.1551857,-0.5175396,1.098056,0.1079696,0.04326699,1.090608,0.1582392,0.2463887,1.296193,-0.1149929,-0.5031166,1.097077,0.08626611,0.02458024,1.141889,0.1075238,-0.2094739,1.303522,0.09253787,-0.5232557,1.2885,-0.07699448,0.002092762,1.272472,0.007198622,-0.5062807,1.255769,-0.1707751,-0.2536118,1.251455,0.3361449,-0.144,1.111356,NA,NA,Unknown,Closed
0.8701172,-0.4223633,-0.1977539,-0.597168,0.7382813,0.1264648,-2,-1,0,-2,0,-1,1,0,-2,-3,0,-2,-3,2,7,3,11.75,11.75,11.75,-67.5,-67.5,-67.5,1.93574,3.317606,0.29941,7.319678,5.897856,1.414937,-0.1600965,-0.5216298,1.103981,0.1039218,0.02640205,1.094742,0.1592369,0.2455135,1.296573,-0.1175592,-0.5054178,1.102709,0.03906077,0.02209794,1.071556,0.1079096,-0.2093462,1.303293,0.09334346,-0.5237112,1.28826,-0.07732037,0.002358083,1.27243,0.007533384,-0.5067484,1.255449,-0.1702428,-0.2535934,1.251786,0.334415,-0.1433697,1.110601,NA,NA,Unknown,Unknown
0.878418,-0.434082,-0.1982422,-0.4858398,0.7915039,0.2695313,0,-2,-2,-2,-3,0,-1,-1,63,15,11,3,3,5,0,14,-2.625,-2.625,-2.625,-54.75,-54.75,-54.75,1.832577,3.286385,0.4240322,7.259256,5.825438,1.491199,-0.167428,-0.5235359,1.114947,0.1115425,0.006687507,1.098548,0.1599715,0.2441066,1.297024,-0.1257259,-0.5080925,1.113286,0.08099069,-0.01306112,1.090091,0.108001,-0.2093546,1.303545,0.09311277,-0.5243476,1.288112,-0.07751852,0.002494477,1.272353,0.007129827,-0.5072751,1.255038,-0.1696279,-0.253216,1.253056,0.3309367,-0.1431846,1.10904,NA,NA,Unknown,Unknown
0.8847656,-0.453125,-0.2001953,-0.3354492,1.018066,0.2138672,-2,0,1,0,-3,-2,-1,0,-2,2,-7,-20,-12,-31,-10,-6,-1.625,-1.625,-1.625,-73.9375,-73.9375,-73.9375,1.730272,3.264474,0.5355347,7.204309,5.710905,1.637637,-0.1760765,-0.528118,1.126776,0.07268894,0.007900893,1.115789,0.1606366,0.2427388,1.297408,-0.1322692,-0.5137887,1.12675,0.07612167,-0.03769101,1.141143,0.108192,-0.2094596,1.30393,0.09282817,-0.5246206,1.288045,-0.07755602,0.002742162,1.271788,0.006641057,-0.5073853,1.254344,-0.1694168,-0.2530799,1.255441,0.3254321,-0.1448497,1.107152,NA,NA,Unknown,Unknown
0.9023438,-0.4414063,-0.2099609,-0.2802734,0.8798828,0.2543945,-3,-1,-1,-1,-2,-4,-1,-1,-9,-7,-2,4,-5,6,4,-3,0,0,0,1.5625,1.5625,1.5625,1.642138,3.245954,0.6371456,7.220023,5.663478,1.795472,-0.1853352,-0.5323972,1.136293,0.06437703,-0.01264863,1.145874,0.1611145,0.2420599,1.297423,-0.1421235,-0.5222693,1.13408,0.02133774,-0.03419811,1.1258,0.1087174,-0.2096823,1.305022,0.09137371,-0.5245066,1.288093,-0.07669605,0.003260726,1.270832,0.005339616,-0.5067228,1.254307,-0.1696616,-0.2538595,1.25793,0.3200529,-0.1471086,1.105418,NA,NA,Unknown,Unknown
0.9003906,-0.4399414,-0.2446289,-0.7763672,1.236816,-0.2763672,0,-2,-1,-2,-1,-1,-1,0,-8,-18,-13,2,-5,-3,1,-1,3.4375,3.4375,3.4375,-64.75,-64.75,-64.75,1.591546,3.235022,0.7053945,7.226377,5.693739,1.885206,-0.1896204,-0.5321881,1.142674,0.06467097,-0.01664287,1.153548,0.1614562,0.2415101,1.297242,-0.1488518,-0.520115,1.138219,0.1119284,0.01306002,1.178429,0.108858,-0.2098356,1.305581,0.089178,-0.5240872,1.287969,-0.07635145,0.003466639,1.270655,0.003653315,-0.5057904,1.254582,-0.1702851,-0.2539675,1.260452,0.3180425,-0.1490999,1.104327,NA,NA,Unknown,Unknown
0.934082,-0.3652344,-0.168457,-0.2080078,0.515625,0.3481445,0,-3,-3,-2,0,0,-2,-2,4,-3,-4,7,4,1,-2,4,-1.625,-1.625,-1.625,73.25,73.25,73.25,1.609043,3.236995,0.6908608,7.251348,5.713194,1.790276,-0.1926677,-0.5330747,1.144245,0.05433569,-0.005013181,1.141676,0.1617451,0.2411035,1.296964,-0.1499585,-0.5198475,1.145161,0.07848936,0.01537408,1.115726,0.1089973,-0.2099423,1.305868,0.08809976,-0.5240943,1.287819,-0.07559319,0.003836914,1.26985,0.002921673,-0.5053945,1.254436,-0.1710127,-0.2529411,1.262247,0.3167484,-0.1499609,1.103819,NA,NA,Unknown,Unknown
0.8339844,-0.565918,-0.1918945,-0.1435547,0.715332,0.4238281,-1,-2,-2,-1,-1,-2,-1,0,-6,-5,5,-4,35,-11,-19,-18,9.1875,9.1875,9.1875,-2.125,-2.125,-2.125,1.626878,3.241011,0.6742879,7.177025,5.671882,1.73964,-0.1924791,-0.5324426,1.14444,0.0516132,-0.000703706,1.136369,0.1619658,0.2407687,1.296712,-0.1478699,-0.5205634,1.140796,0.06417838,0.02730011,1.114864,0.1087239,-0.2099008,1.305937,0.08796622,-0.5240946,1.287904,-0.0752022,0.004087208,1.269004,0.002710673,-0.5052384,1.254187,-0.171424,-0.2522565,1.263953,0.3167496,-0.1500828,1.103711,NA,NA,Unknown,Unknown
0.894043,-0.3427734,-0.2373047,-0.5244141,0.8076172,-0.6054688,0,0,-2,0,-1,-1,1,0,-7,1,-2,-8,-7,-12,0,-3,-22.5,-22.5,-22.5,-65.4375,-65.4375,-65.4375,1.670013,3.232088,0.6359857,7.220656,5.692514,1.84752,-0.1889262,-0.5305576,1.142278,0.0662857,-0.01626404,1.153752,0.1622055,0.2404867,1.296251,-0.1453184,-0.5190061,1.139696,0.1088192,0.01671563,1.176078,0.1085868,-0.2098866,1.305956,0.08689407,-0.5238803,1.287634,-0.07499413,0.004233438,1.268761,0.002142344,-0.5048322,1.2541,-0.1714146,-0.2519992,1.264361,0.3168489,-0.1507208,1.103212,NA,NA,Unknown,Unknown
0.8422852,-0.4794922,-0.2138672,-0.8564453,1.252441,-0.2993164,-1,-1,-2,-1,1,-1,-1,-1,18,-11,-5,-7,-1,4,-3,5,-7.5,-7.5,-7.5,-84.9375,-84.9375,-84.9375,1.700084,3.246913,0.5647113,7.191807,5.707803,1.845402,-0.1856542,-0.5279369,1.138242,0.0649077,-0.01403402,1.14921,0.1623601,0.2402566,1.295992,-0.1416376,-0.5191237,1.136755,0.1045843,0.02102405,1.1746,0.1087203,-0.2099285,1.306113,0.08637855,-0.523769,1.287623,-0.07496675,0.004288721,1.268724,0.001603062,-0.5045896,1.254291,-0.1715303,-0.2518802,1.264487,0.3169817,-0.1513365,1.102507,NA,NA,Unknown,Unknown
0.9204102,-0.3666992,-0.15625,-0.1582031,0.5078125,0.315918,0,-2,0,1,-2,-2,-1,-2,-10,-11,-12,-8,-2,-1,-3,-9,2.875,2.875,2.875,53.1875,53.1875,53.1875,1.766087,3.259349,0.5059176,7.194391,5.729947,1.761615,-0.1807586,-0.5242817,1.130536,0.05559274,-0.004754318,1.142664,0.1625407,0.240079,1.295776,-0.1365004,-0.515905,1.127031,0.0826949,0.01919725,1.117553,0.1095109,-0.2099148,1.306175,0.08701091,-0.5235495,1.287329,-0.07461989,0.004535877,1.268161,0.002221424,-0.5043614,1.253537,-0.1716424,-0.2514141,1.264722,0.3168009,-0.1512246,1.102412,NA,NA,Unknown,Unknown
0.855957,-0.4853516,-0.2299805,-0.362793,0.7109375,0.2080078,0,-2,0,-1,1,-1,0,-1,-6,1,1,-1,-2,-1,-1,-3,20.75,20.75,20.75,28.5625,28.5625,28.5625,1.815889,3.274085,0.46715,7.138402,5.693745,1.698775,-0.1769698,-0.5225128,1.127516,0.05581539,-0.003493912,1.140307,0.1625894,0.2400471,1.295699,-0.131945,-0.5161901,1.122233,0.08245374,0.02001045,1.116839,0.1094415,-0.2097648,1.306074,0.08821123,-0.5233508,1.287171,-0.07436268,0.004711016,1.26762,0.003059072,-0.5043557,1.252953,-0.171391,-0.2512281,1.264418,0.3173142,-0.1514051,1.102747,NA,NA,Unknown,Unknown
0.8769531,-0.3964844,-0.2026367,-0.4165039,0.9731445,0.1948242,-2,-1,-1,-1,1,0,1,-1,1,-6,-5,0,-2,-2,0,0,-31.0625,-31.0625,-31.0625,-8.4375,-8.4375,-8.4375,1.8354,3.273522,0.4275604,7.147732,5.68202,1.66869,-0.1735742,-0.5214646,1.121789,0.05758114,-0.006731478,1.138093,0.1626617,0.2400113,1.295601,-0.1289348,-0.5073043,1.12228,0.1102419,0.02216226,1.183625,0.1094324,-0.2096674,1.305951,0.08926287,-0.5232458,1.286828,-0.07421453,0.004842454,1.267178,0.004192845,-0.5042985,1.252108,-0.1711088,-0.2511928,1.263396,0.3185554,-0.1518897,1.103535,NA,NA,Unknown,Unknown
0.8706055,-0.4555664,-0.2006836,-0.4335938,0.9389648,0.2592773,-1,-1,1,-2,-1,-1,-2,0,-13,-4,1,-2,0,-1,0,-1,0.9375,0.9375,0.9375,12.25,12.25,12.25,1.833033,3.279791,0.4046859,7.111015,5.663823,1.634118,-0.1733787,-0.5224913,1.119896,0.05867885,-0.0103501,1.136501,0.1626916,0.240022,1.295527,-0.1304279,-0.5096009,1.121155,0.1068408,0.02198798,1.186278,0.1107306,-0.2096063,1.305791,0.0905014,-0.5229278,1.286312,-0.07407477,0.00491175,1.266813,0.005349965,-0.5041556,1.251097,-0.1708371,-0.2512146,1.262471,0.3192585,-0.1523489,1.104224,NA,NA,Unknown,Unknown
0.8852539,-0.3764648,-0.1982422,-0.4614258,0.9145508,0.1958008,-2,0,-3,-1,-1,-1,-1,1,4,-1,-3,-1,1,1,-2,-2,-0.5,-0.5,-0.5,-14.75,-14.75,-14.75,1.828582,3.271192,0.4189164,7.100121,5.667907,1.622374,-0.173906,-0.5241244,1.119483,0.05995642,-0.0109675,1.134889,0.1627187,0.2400598,1.295504,-0.1308227,-0.5113319,1.120576,0.07140853,0.02033686,1.113586,0.1111743,-0.2095804,1.305771,0.09073244,-0.5228558,1.286165,-0.07402507,0.004979217,1.26651,0.005570216,-0.5040944,1.250851,-0.1705865,-0.2512457,1.261873,0.3217357,-0.1535462,1.106001,NA,NA,Unknown,Unknown
